,text,rhyme_scheme_siamese,difference_siamese,prob_rhyme
2719,"['nun ist gekommen', 'die heiße arbeit und die strenge tugend', 'das kreuz genommen', 'so rief der herr', 'gebändigt lust der jugend', 'nicht mehr auf rosen', 'soll sich im sonnenschein die freude betten', 'wo waffen tosen', 'und kämpfe ringend sich an kämpfe ketten', 'da sei dein leben', 'das sei dem mann zum höchsten trost gegeben']","['a', 'b', 'a', 'c', 'b', 'd', 'e', 'd', 'e', 'f', 'f']","[[array([0.12351793], dtype=float32)], [array([0.04065466], dtype=float32)], [array([0.00551063], dtype=float32)], [array([0.14196533], dtype=float32)], [array([0.00994176], dtype=float32)], [array([0.02677137], dtype=float32)]]",0.5454545454545454
2720,"['o sei gegrüßet', 'mein vaterland im blutigen siegeskleide', 'denn glanz umfließet', 'dich wie die jungfraun blinkendes geschmeide', 'wann sie den reigen', 'der bunten frühlingswonnen fröhlich zieren', 'du bist dein eigen', 'du darfst dich selbst in eigner freiheit führen', 'die welsche rotte', 'hat der germanen heldenarm gebändigt', 'dir ist die ehre wieder eingehändigt', 'vom deutschen gotte']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'f', 'e']","[[0], [array([0.06838226], dtype=float32)], [array([0.05817252], dtype=float32)], [array([0.01462835], dtype=float32)], [array([0.01161104], dtype=float32)]]",0.5
2721,"['nun saust und brauset', 'aus in die welt ihr muntern liedervögel', 'nun saust und brauset', 'auf schnellen winden wie des adlers segel', 'der sonnendurstig', 'sein strahlenziel verschlingt mit gier gen augen', 'auch ihr seid durstig', 'des ruhmes glanz zu saugen', 'denn ihr wollt melden', 'von deutscher tugend und von deutschen helden']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'e']","[[array([0.1848985], dtype=float32)], [array([0.25459486], dtype=float32)], [array([0.02820003], dtype=float32)], [array([0.05889672], dtype=float32)], [array([0.02823883], dtype=float32)], [array([0.00933355], dtype=float32)], [array([0.10492909], dtype=float32)]]",0.5
2722,"['so klingt den besten', 'zuerst mir in der töne frohem streite', 'den stillsten größten', 'den gott dem volk als reinstes opfer weihte', 'klingt', 'scharnhorsts namen', 'bei lützen ward der fromme held erschlagen', 'gott wollte amen', 'zu jeder hoffnung sagen', 'wo er gefallen', 'da werden enkel freiheitseichen pflanzen', 'da wird es schallen', 'im hellen spiel von schwertern und von lanzen', 'wann sich in eins verbrüdert', 'das volk das welscher trug so lang zergliedert']","['a', 'b', 'a', 'b', 'c', 'd', 'e', 'd', 'e', 'f', 'g', 'f', 'g', 'h', 'h']","[[array([0.03318912], dtype=float32)], [array([0.31016052], dtype=float32), array([0.4025402], dtype=float32), array([0.03382045], dtype=float32)], [array([0.03439486], dtype=float32)], [array([0.02096164], dtype=float32)], [array([0.10089499], dtype=float32)], [array([0.06614351], dtype=float32)], [array([0.02289826], dtype=float32)]]",0.5333333333333333
2723,"['wer tönt der zweite', 'des heeres feldmarschall der graue', 'blücher', 'im todesstreite', 'steht keinem mann die linke brust so sicher', 'kein auge blitzet', 'so kühnlich durch der schlachten wetterwogen', 'der ganze kriegsgott sitzet', 'gerüstet in des greises brauenbogen', 'o heldenleben', 'wie herrlich deines abends glocken klingen', 'dir ward gegeben', 'fürs vaterland um höchsten preis zu ringen', 'von welscher schande', 'zu brechen die verfluchten sklavenbande']","['a', 'b', 'c', 'a', 'c', 'd', 'e', 'd', 'e', 'f', 'g', 'f', 'g', 'b', 'b']","[[array([0.00749612], dtype=float32)], [array([0.02998692], dtype=float32)], [array([0.3542441], dtype=float32), array([0.], dtype=float32), array([0.3542441], dtype=float32)], [array([0.05691254], dtype=float32)], [array([0.00352341], dtype=float32)], [array([0.10162538], dtype=float32)], [array([0.05214876], dtype=float32)]]",0.4666666666666667
2724,"['wer ist der dritte', 'der glänzen darf wo keine lügen gleißen', 'wer darf in mitte', 'von heldenmännern mann und held noch heißen', 'ist s der geschwinde', 'der über wüste länder über wogen', 'voll falscher winde', 'so rastlos ist der freiheit nachgezogen', 'ist s der geschwinde', 'der tapfre', 'gneisenau dem lieder leuchten', 'von keinem kinde', 'germanien welches deine brüste säugten', 'ist dir gegeben', 'so reicher lohn für das gegebne leben']","['a', 'b', 'a', 'b', 'c', 'd', 'e', 'd', 'c', 'c', 'f', 'e', 'f', 'g', 'g']","[[array([0.00248736], dtype=float32)], [array([0.01473421], dtype=float32)], [array([0.01581943], dtype=float32)], [array([0.03505594], dtype=float32)]]",0.4666666666666667
2725,"['o du der wachte', 'mit kühnen sorgen als die wächter schliefen', 'o du der dachte', 'als tausende in dummer irre liefen', 'auf dich zu achten', 'hat gott dir wuchs und antlitz hoch erhoben', 'drum muß ich loben', 'dich trost im rat dich blitz in deutschen schlachten']","['a', 'b', 'a', 'b', 'c', 'd', 'd', 'c']","[[array([0.2119199], dtype=float32), array([0.27359265], dtype=float32), array([0.28143328], dtype=float32), array([0.25309575], dtype=float32), array([0.02427143], dtype=float32), array([0.30411595], dtype=float32)], [array([0.04230911], dtype=float32)], [array([0.07415169], dtype=float32)], [array([0.01925927], dtype=float32)], [array([0.00662369], dtype=float32)], [array([0.03573596], dtype=float32)], [array([0.02774638], dtype=float32)]]",0.5
2726,"['klingt sanfter saiten', 'wie durch die blumen säuseln frühlingswinde', 'ein held in streiten', 'an mildheit der gebärde gleich dem kinde', 'erscheint der vierte', 'in seiner stille ein geschwinder renner', 'der schlachten führte', 'und über berge schritt erschlagner männer', 'dich', 'boyen nennet', 'das lied verschämt mit jungfräulichen züchten', 'wer dich erkennet', 'weiß du verschmähst das klingeln in gedichten', 'o wolle geben', 'der himmel jedem könig solche freunde', 'dann hält gerechtigkeit die volksgemeinde', 'und freude blühet und ein tapfres leben']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'a', 'f', 'a', 'g', 'h', 'h', 'g']","[[array([0.01247966], dtype=float32)], [array([0.03012848], dtype=float32)], [array([0.10680455], dtype=float32)], [array([0.06963575], dtype=float32)], [array([0.00135314], dtype=float32)], [array([0.5095443], dtype=float32), array([0.5095443], dtype=float32), 0], [array([0.02222288], dtype=float32)], [array([0.01416427], dtype=float32)], [array([0.01782155], dtype=float32)], [array([0.13472319], dtype=float32)]]",0.47058823529411764
2727,"['der fünfte füllet', 'mit vollster liederflut der laute ründung', 'doch scham verhüllet', 'hier seiner zukunft leuchtende verkündung', 'von jünglingstagen', 'bis zu des mannes schöner sonnenreife', 'hat er geschlagen', 'wo gegen welsche trommel klang und pfeife', 'wo ist ein wasser', 'wo ist ein land das', 'grolmann nicht gesehen', 'der welschen nie versöhnter hasser', 'mit ihren feinden stehen', 'du ebro weißt es', 'ihr klingt es tajo donau rhein und elbe', 'auch kulm in böhmen preist es', 'und zitternd rauscht s die seine nach die gelbe', 'o frisch und mutig', 'dich jungen löwen wolle gott beschützen', 'einst wirst du blitzen', 'der deutschen kriegsfürst auf die feinde blutig']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd', 'e', 'f', 'g', 'e', 'g', 'f', 'h', 'f', 'h', 'i', 'j', 'j', 'i']","[[array([0.00118136], dtype=float32)], [array([0.01760119], dtype=float32)], [array([0.01322478], dtype=float32)], [array([0.01272231], dtype=float32)], [array([0.00895399], dtype=float32)], [array([0.00838709], dtype=float32)], [array([0.13252532], dtype=float32)], [array([0.03754491], dtype=float32)], [array([0.0271765], dtype=float32)], [array([0.03456885], dtype=float32)]]",0.47619047619047616
2728,"['noch viele preise', 'der helden klirren in des liedes köcher', 'doch schwebt schon schwächer', 'sein flug auf solcher taten langer reise', 'doch daß das ganze', 'sich seines anfangs würdig auch vollende', 'so funkle ende', 'durch deutschlands besten namen noch im glanze', 'den alle kennen', 'den säuglinge an mutterbrüsten preisen', 'darfst du gesang nicht nennen', 'noch ihn entzückt dem ganzen volke weisen', 'mit donnerkeilen', 'laß alle sieben himmel niederschmettern', 'er steht ein fels in wettern', 'die stärkste von des vaterlandes säulen', 'als schwarze schanden', 'der knechte und der buben uns beschmutzten', 'als könige nicht trutzten', 'ist er bestanden']","['a', 'b', 'b', 'a', 'c', 'd', 'd', 'c', 'e', 'f', 'e', 'f', 'g', 'h', 'h', 'g', 'i', 'j', 'j', 'i']","[[array([0.01184374], dtype=float32)], [array([0.00193739], dtype=float32), array([0.48268276], dtype=float32), array([0.49089956], dtype=float32)], [array([0.01055932], dtype=float32)], [array([0.11725533], dtype=float32)]]",0.5
2729,"['drum der das reine', 'und tapfre zum gerät sich hat erkiesen', 'gott hat sich groß erwiesen', 'in diesem', 'steine', 'solange solche', 'noch trägt die deutsche erde', 'sind welsche molche', 'der freiheit nicht von tödlicher gefährde']","['a', 'b', 'b', 'b', 'a', 'c', 'd', 'c', 'd']","[[array([0.48173493], dtype=float32), array([0.4045924], dtype=float32), array([0.47867703], dtype=float32), array([0.07359374], dtype=float32), array([0.00890666], dtype=float32), array([0.07224894], dtype=float32)], [array([0.02615952], dtype=float32)], [array([0.08910185], dtype=float32)]]",0.4444444444444444
2730,"['nun von den bergen', 'hinnieder lied die an die blitze reichen', 'dahin wo lerchen', 'mit stillem flügeln über furchen streichen', 'mußt wieder fliegen', 'da unten um die hügel', 'nur adler siegen', 'stets in dem ringen zu dem sonnenspiegel']","['a', 'a', 'a', 'a', 'b', 'c', 'b', 'c']","[[array([0.03980535], dtype=float32)], [array([0.3064798], dtype=float32)], [array([0.00321573], dtype=float32)], [array([0.13940692], dtype=float32)]]",0.375
2731,"['ich mag wohl traurig klagen', 'gar mancher klagt mit mir', 'drei helden sind erschlagen', 'in grüner jugend zier', 'es waren drei junge reiter', 'sie zogen so fröhlich hinaus', 'sie zogen gar balde weiter', 'zu gott in das himmlische haus']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.04094684], dtype=float32)], [array([0.11787838], dtype=float32)], [array([0.31852084], dtype=float32)], [array([0.1155827], dtype=float32)]]",0.5
2732,"['in mansfelds edlen bergen', 'weht edle freiheitsluft', 'da kriecht es nicht von schergen', 'da lügt kein schelm und schuft', 'da wächst das freie eisen', 'da wächst der freudige mut', 'und alle die männer heißen', 'sind reisig und tapfer und gut']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.03310364], dtype=float32)], [array([0.1136595], dtype=float32)], [array([0.09500349], dtype=float32)], [array([0.09339011], dtype=float32)]]",0.5
2733,"['in mansfeld war geboren', 'das fromme deutsche kind', 'der freund den wir verloren', 'wie wenig freunde sind', 'der eckardt', 'friedrich', 'eckardt aus rothenburg in der grafschaft mansfeld stadtrat und bergrat in berlin zog als reiter mit aus in den heiligen krieg starb als rittmeister einige tage nach der leipziger schlacht in halle an der wunde von einer flintenkugel der vielgetreue', 'dem gott und das vaterland rief', 'nun schlummert der junge leue', 'im grabe so still und so tief']","['a', 'b', 'a', 'b', 'c', 'd', 'e', 'f', 'e', 'f']","[[array([0.01438349], dtype=float32)], [array([0.10700077], dtype=float32)], [array([0.04869646], dtype=float32)], [array([0.03985339], dtype=float32)]]",0.6
2734,"['auf leipzigs grünen felden', 'o leipzig hoher klang', 'da traf s den jungen helden', 'daß er vom rosse sank', 'das war ja sein frommes lieben', 'bei tage und bei nacht', 'das hatt ihn hinausgetrieben', 'in den tod in die mordische schlacht']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.01882535], dtype=float32)], [array([0.06879681], dtype=float32)], [array([0.01105303], dtype=float32)], [array([0.04741597], dtype=float32)]]",0.5
2735,"['wohl dir du hast s errungen', 'mit deines blutes born', 'die schande ward bezwungen', 'vom edlen freiheitszorn', 'doch müssen wir andern weinen', 'und klagen im bittern schmerz', 'solange die sterne scheinen', 'schlug nimmer ein treueres herz']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.01673126], dtype=float32)], [array([0.45024216], dtype=float32)], [array([0.11952764], dtype=float32)], [array([0.47328162], dtype=float32)]]",0.5
2736,"['es thront am elbestrande', 'die stolze magdeburg', 'ihr ruhm klang durch die lande', 'ihr unglück auch hindurch', 'als tilly dem wilden feuer', 'einst sie zu verzehren gebot', 'da trug sie den witwenschleier', 'denn ach ihre schöne war tot']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.33096594], dtype=float32), array([0.22529376], dtype=float32), array([0.27236044], dtype=float32), array([0.28289914], dtype=float32), array([0.31593615], dtype=float32), array([0.03436029], dtype=float32)], [array([0.31313205], dtype=float32)], [array([0.15421766], dtype=float32)]]",0.5
2737,"['sie mag ihn wieder nehmen', 'ihr starb ihr bester sohn', 'er ging ein großer schemen', 'hinauf zu gottes thron', 'da hießen den schönen frommen', 'der kam aus dem heiligen streit', 'die englein alle willkommen', 'zur ewigen himmlischen freud']","['a', 'b', 'a', 'b', 'a', 'c', 'a', 'c']","[[array([0.01006573], dtype=float32)], [array([0.20107752], dtype=float32)], [array([0.03662455], dtype=float32)], [array([0.50822103], dtype=float32)]]",0.375
2738,"['wohl viele sind gepriesen', 'im großen deutschen land', 'doch dich mein frommer', 'friesen', 'karl friedrich', 'friesen aus magdeburg ein rechtes bild ritterlicher und jungfräulicher unschuld mit schönheit kraft und wissenschaft gerüstet gleich geübt in geistiger und leiblicher fechtkunst fiel als leutnant der lützowschen freischar im sechsundzwanzigsten jahr seines lebens in frankreich in einem gefechte mit bauern', 'hat gott allein gekannt', 'was blühend im reichen herzen', 'die jugend so lieblich verschloß', 'ist jeglichem laut der schmerzen', 'ist jeglichem lobe zu groß']","['a', 'b', 'c', 'a', 'd', 'e', 'b', 'f', 'g', 'f', 'g']","[[array([0.5004369], dtype=float32), array([0.03454179], dtype=float32), array([0.38657796], dtype=float32)], [array([0.46101058], dtype=float32), array([0.4960057], dtype=float32), array([0.08487773], dtype=float32)], [array([0.01031905], dtype=float32)]]",0.6363636363636364
2739,"['war je ein ritter edel', 'du warst es tausendmal', 'vom fuße bis zum schädel', 'ein lichter schönheitsstrahl', 'mit kühnem und stolzem sinne', 'hast du nach der freiheit geschaut', 'das vaterland war deine minne', 'es war dir geliebte und braut']","['a', 'a', 'a', 'b', 'c', 'b', 'c', 'b']","[[array([0.01539254], dtype=float32)], [array([0.00807709], dtype=float32)], [array([0.02000052], dtype=float32)]]",0.375
2740,"['du hast die braut gewonnen', 'im ritterlichen streit', 'dein herzblut ist verronnen', 'für die viel edle maid', 'in welschland von grimmen bauern', 'empfingst du den tödlichen streich', 'drob müssen die jungfraun trauern', 'die blume der schönheit ist bleich']","['a', 'b', 'a', 'c', 'd', 'e', 'd', 'e']","[[array([0.73158103], dtype=float32), array([0.2764178], dtype=float32), array([0.46339965], dtype=float32)], [array([0.13938469], dtype=float32), array([0.5102719], dtype=float32), array([0.59326744], dtype=float32)], [array([0.3548411], dtype=float32)], [array([0.00954103], dtype=float32)]]",0.625
2741,"['hoch im cheruskerlande', 'da steht ein altes schloß', 'auf grüner bergeshalde', 'wovon mein', 'stolberg', 'christian graf zu', 'stolberg ein sohn des edlen friedrich leopold starb den heldentod in der schlacht von ligny in brabant er war schön und stattlich ein neunzehnjähriger voll ritterlicher frommer kraft sproß', 'es sandte herrliche boten', 'schon aus in grauester zeit', 'die klagten bei hohen toten', 'gefallen im vaterlandsstreit']","['a', 'a', 'a', 'b', 'c', 'c', 'd', 'e', 'b', 'e', 'b']","[[array([0.06032914], dtype=float32)], [array([0.01801735], dtype=float32)], [array([0.04478699], dtype=float32)]]",0.45454545454545453
2742,"['davon lebt auch noch heuer', 'wohl mancher name wert', 'der vater schwingt die leier', 'der sohn der schwingt das schwert', 'wie jener es vorgesungen', 'so machte ihm dieser es nach', 'was frühe dem knaben geklungen', 'das bringet der jüngling an n tag']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'e']","[[array([0.26152378], dtype=float32)], [array([0.2438026], dtype=float32)], [array([0.01101953], dtype=float32)], [array([0.00711137], dtype=float32)]]",0.625
2743,"['es scholl die kriegsdrommete', 'des welschen aufruhrs neu', 'sie klang wie hochzeitflöte', 'dem grafen stolz und frei', 'da ließ er sein hengstlein zäumen', 'da hängt er den säbel frisch ein', 'und sprengte mit heldlichen träumen', 'gar lustig wohl über den rhein']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.03032255], dtype=float32)], [array([0.12056929], dtype=float32)], [array([0.01298493], dtype=float32)], [array([0.18859136], dtype=float32)]]",0.5
2744,"['sein traum ist nun erfüllet', 'von deutscher herrlichkeit', 'sein durst ist nun gestillet', 'nach edlem deutschen streit', 'er ritt mit den tapfern reitern', 'zum kampfe nach brabant hinab', 'da schuf er den blumen und kräutern', 'ein rotes blutiges grab']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.05170953], dtype=float32)], [array([0.13652802], dtype=float32)], [array([0.02551973], dtype=float32)]]",0.5
2745,"['was lenz und sonne schufen', 'im bunten rosenmai', 'das stampften rosseshufen', 'im junius inzwei', 'auch lag in der jugend schöne', 'mancher jüngling die felder entlang', 'das wehe der klagetöne', 'von müttern und bräuten erklang']","['a', 'b', 'a', 'c', 'd', 'e', 'd', 'e']","[[array([0.04099143], dtype=float32)], [array([0.0894714], dtype=float32)], [array([0.01179105], dtype=float32)], [array([0.0537346], dtype=float32)]]",0.625
2746,"['auf brabants grüner aue', 'sie heißet sankt amand', 'da troff vom roten taue', 'das eisen mancher hand', 'mit rotten aus welschland trafen', 'die preußischen reisigen dort', 'da holte der himmel den grafen', 'da riß eine kugel ihn fort']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.03980535], dtype=float32)], [array([0.3064798], dtype=float32)], [array([0.060969], dtype=float32)], [array([0.31418306], dtype=float32)]]",0.5
2747,"['drum muß ich traurig klagen', 'wohl mancher klagt mit mir', 'drei helden sind erschlagen', 'in grüner jugend zier', 'es waren drei holde knaben', 'sie waren so schön und so gut', 'fürs liebe vaterland haben', 'sie fröhlich vergossen ihr blut']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.09853494], dtype=float32)], [array([0.19337684], dtype=float32)], [array([0.03962177], dtype=float32)], [array([0.4344474], dtype=float32)]]",0.5
2748,"['schlaft still und fromm in treue', 'bis an den jüngsten tag', 'wo sich ein morgen neue', 'euch wieder röten mag', 'es blühet um euren frieden', 'gedächtnis so golden schön', 'im siege ward euch beschieden', 'fürs vaterland hinnen zu gehn']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.21705091], dtype=float32)], [array([0.10589248], dtype=float32)]]",0.5
2749,"['gereist bin ich durch weite welt', 'die länder auf und ab', 'im wechsel hin und her geschnellt', 'wie mut und lust es gab']","['a', 'b', 'a', 'b']","[[array([0.3743425], dtype=float32)], [array([0.06261766], dtype=float32)]]",0.5
2750,"['auch hab ich wider mut und lust', 'in wilder böser zeit', 'oft sträubend mit hinaus gemußt', 'zum harten lebensstreit']","['a', 'b', 'a', 'b']","[[array([0.04025447], dtype=float32)], [array([0.16351014], dtype=float32)]]",0.5
2751,"['wie dem apostel ging s mir gar', 'der mann war auch nicht sein', 'mich trieb der mir zu mächtig war', 'ich mußte mit hinein']","['a', 'b', 'a', 'b']","[[array([0.00889158], dtype=float32)], [array([0.11286753], dtype=float32)]]",0.5
2752,"['und nun nach langer heißer flucht', 'auf weitem erdenrund', 'was ist des pilgers süße frucht', 'was ist sein reicher fund']","['a', 'b', 'a', 'b']","[[array([0.23970747], dtype=float32)], [array([0.50172186], dtype=float32)]]",0.5
2753,"['klingt s etwa nun auch da hinaus', 'ist das der tiefe sinn', 'die erde ist ein narrenhaus', 'die menschen narren drin']","['a', 'b', 'a', 'b']","[[array([0.6196892], dtype=float32), array([0.47573525], dtype=float32), array([0.25934124], dtype=float32), array([0.20740283], dtype=float32), array([0.43441272], dtype=float32), array([0.25866985], dtype=float32)]]",0.5
2754,"['o nein o nein und aber nein', 'die erd ist lieb und schön', 'voll süßer himmelsphantasei n', 'die drum wie blumen wehn']","['a', 'a', 'a', 'a']","[[array([0.16713357], dtype=float32)], [array([0.43139136], dtype=float32)]]",0.25
2755,"['und durch die große narrenschar', 'wie man die menschen heißt', 'wird heute noch und immerdar', 'ganz leidlich fortgereist']","['a', 'b', 'a', 'b']","[[array([0.19337684], dtype=float32)], [array([0.02580178], dtype=float32)]]",0.5
2756,"['doch das ist klarer als der tag', 'nicht mühe kunst und list', 'dir draußen irgend fangen mag', 'was nicht zu hause ist']","['a', 'b', 'a', 'b']","[[array([0.47566986], dtype=float32)], [array([0.09613335], dtype=float32)]]",0.5
2757,"['nicht auf dem weiten ozean', 'im fernen mohrenland', 'erjagest du den süßen wahn', 'den nicht die heimat fand']","['a', 'b', 'a', 'b']","[[array([0.03765976], dtype=float32), array([0.6049632], dtype=float32), array([0.54744196], dtype=float32)]]",0.5
2758,"['in leid und freud in ernst und scherz', 'in arbeit oder ruh', 'schließt immerdar dein eignes herz', 'das glück dir auf und zu']","['a', 'b', 'a', 'a']","[[array([0.03773892], dtype=float32)], [array([0.25073487], dtype=float32)]]",0.5
2759,"['die weisheit liebt den engen ring', 'das glück den engen kreis', 'es ist ein gar verschwiegen ding', 'um das was gott nur weiß']","['a', 'b', 'a', 'b']","[[array([0.4620583], dtype=float32)], [array([0.06940693], dtype=float32)]]",0.5
2760,"['einfältig still und rein und klar', 'wie kleine kinder sind', 'steht s fest in not und todesfahr', 'und macht nicht lauten wind']","['a', 'b', 'a', 'b']","[[array([0.14134878], dtype=float32)]]",0.5
2761,"['wieviel wir reisen auf und ab', 'in freuden oder müh', 'wir reisen alle bis ans grab', 'und weiter geht es nie']","['a', 'b', 'a', 'c']","[[array([0.15240514], dtype=float32)], [array([0.08469933], dtype=float32)]]",0.75
2762,"['bedenke das o menschenherz', 'du leichter dünner schaum', 'du zartgewebter gottesscherz', 'du lichter himmelstraum']","['a', 'b', 'a', 'b']","[[array([0.03187901], dtype=float32)], [array([0.13584828], dtype=float32)]]",0.5
2763,"['du bist ein nichts und bleibst ein nichts', 'ein eitles wankles ding', 'wenn du den strahl des angesichts', 'nicht stellst zum sternenring']","['a', 'b', 'a', 'b']","[[array([0.5419941], dtype=float32), array([0.7142457], dtype=float32), array([0.5930205], dtype=float32), array([0.51363057], dtype=float32), array([0.048491], dtype=float32), array([0.51226836], dtype=float32)]]",0.5
2764,"['dahin muß ewig dir der sinn', 'in süßer liebe stehn', 'dahin und immer nur dahin', 'muß deine reise gehn']","['a', 'a', 'a', 'a']","[[array([0.02481771], dtype=float32)], [array([0.04005349], dtype=float32)]]",0.25
2765,"['dann ist der weg dir wohl bestellt', 'wenn auch dein wagen bricht', 'wenn auch dein schifflein sich zerschellt', 'du brichst und scheiterst nicht']","['a', 'b', 'a', 'b']","[[array([0.2438026], dtype=float32)], [array([0.04898906], dtype=float32)]]",0.5
2766,"['dir rüsten schiff und wagen neu', 'die engel gottes aus', 'und führen dich der plagen frei', 'ins schöne himmelshaus']","['a', 'b', 'a', 'b']","[[array([0.02873689], dtype=float32)], [array([0.30765784], dtype=float32), 0, array([0.01181155], dtype=float32), array([0.30765784], dtype=float32), array([0.31944132], dtype=float32), array([0.01181155], dtype=float32)], [0]]",0.5
2767,"['als ich jung war und weidlich', 'da hatt ich ein kind', 'unschuldig und maidlich', 'und herzig gesinnt', 'klein scherzelein hieß es', 'das liebliche kind', 'die sorgen zerblies es', 'wie wolken der wind']","['a', 'b', 'a', 'b', 'c', 'b', 'c', 'b']","[[array([0.00563568], dtype=float32)], [array([0.0324825], dtype=float32)], [array([0.01033467], dtype=float32)], [array([0.5266997], dtype=float32)]]",0.375
2768,"['um den kopf blonde löckchen', 'die äugelein blank', 'mit rosigen bäckchen', 'mit lustigem gang', 'oft trug es auch flügel', 'und flatterte hin', 'über täler und hügel', 'mit fröhlichem sinn']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.13166022], dtype=float32)], [array([0.3064798], dtype=float32)], [array([0.0420723], dtype=float32)], [array([0.5063728], dtype=float32)]]",0.5
2769,"['war der maimond erschienen', 'in blumiger zier', 'dann tanzt es im grünen', 'den reigen mit mir', 'dann lockte sein kehlchen', 'die vöglein herbei', 'die liebenden seelchen', 'im liebenden mai']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.04421264], dtype=float32)], [array([0.1343134], dtype=float32)], [array([0.09687972], dtype=float32)]]",0.5
2770,"['war der winter gekommen', 'mit eis und mit schnee', 'das herz schlug beklommen', 'und tat mir so weh', 'mit lustigen spielen', 'vertrieb mir s die zeit', 'ich konnte nicht fühlen', 'wie s stürmet und schneit']","['a', 'b', 'a', 'c', 'd', 'e', 'd', 'e']","[[array([0.0157913], dtype=float32)], [array([0.01181155], dtype=float32)], [array([0.0206542], dtype=float32)], [array([0.4374628], dtype=float32)]]",0.625
2771,"['ach wo bist du geblieben', 'du freundliches kind', 'dein sehnen dein lieben', 'wo schlürft es der wind', 'wohin weit entflogen', 'mir wehe zu tun', 'welche wälder welche wogen', 'umrauschen dich nun']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[0], [array([0.08295208], dtype=float32)], [array([0.0295074], dtype=float32)], [array([0.12747228], dtype=float32)]]",0.5
2772,"['komm klein scherzelein wieder', 'nur einmal noch komm', 'und mache mich wieder', 'so selig und fromm', 'wie in glücklichen tagen', 'komm spiele mit mir', 'ich muß schier verzagen', 'so ferne von dir']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']","[[array([0.00570261], dtype=float32)], [array([0.3043666], dtype=float32)], [array([0.02377605], dtype=float32)], [array([0.06117284], dtype=float32)]]",0.5
2773,"['komm klein scherzelein wieder', 'du holdigstes kind', 'bringe blumen und lieder', 'und lust welche minnt', 'komm mit spielen und küssen', 'und träumen der nacht', 'die mancherlei wissen', 'was der tag nicht gedacht']","['a', 'b', 'a', 'b', 'c', 'd', 'c', 'd']",[[0]],0.5
2774,"['im maien im maien', 'blühn süße blümelein', 'ich fand ein blümlein weiß wie schnee', 'das tut so wohl das tut so weh', 'im maien']","['a', 'b', 'c', 'd', 'a']","[[0], [array([0.06136525], dtype=float32)]]",0.8
2775,"['im maien im maien', 'singen alle vögelein', 'es macht ihr heller freudenmund', 'viel süße herzensrätsel kund', 'im maien']","['a', 'b', 'c', 'c', 'a']","[[0], [array([0.07497525], dtype=float32), array([0.07497525], dtype=float32), array([0.07497525], dtype=float32), 0, 0, 0]]",0.6
2776,"['im maien im maien', 'da sang ein vöglein mir', 'den klang und sang stiehlt mir kein dieb', 'es lockte dreimal', 'lieb', 'lieb', 'lieb', 'im maien']","['a', 'b', 'c', 'd', 'c', 'c', 'c', 'a']","[[0], [array([0.06402332], dtype=float32)]]",0.5
2777,"['im maien im maien', 'da ging ein holdes kind', 'das hat gelernt den wonneschall', 'von lerche fink und nachtigall', 'im maien']","['a', 'b', 'c', 'c', 'a']","[[0], [0]]",0.6
2778,"['im maien im maien', 'o süßer süßer klang', 'o süße liebe süße maid', 'kläng s', 'lieb', 'lieb', 'lieb in ewigkeit', 'im maien']","['a', 'b', 'c', 'd', 'e', 'e', 'f', 'a']","[[array([0.004682], dtype=float32)], [array([0.02764297], dtype=float32), array([0.01783508], dtype=float32), array([0.04245543], dtype=float32)], [array([0.31923032], dtype=float32)]]",0.75
2779,"['wann die vöglein so minniglich', 'im grünen walde singen', 'mit den kehlen so winniglich', 'von lust und liebe klingen', 'dann singt s und klingt s auch hell in mir', 'dann will das volle herz mir schier', 'vor lauter freude springen']","['a', 'b', 'a', 'b', 'c', 'c', 'b']","[[array([0.50500625], dtype=float32)], [array([0.02893031], dtype=float32), array([0.03790486], dtype=float32), array([0.02067989], dtype=float32)], [array([0.02428561], dtype=float32)]]",0.42857142857142855
