LLM,id,text,close_text,semantic_dist
GPT2-large,109,Wer kann das Urteil deiner sehen,Wird das bess're Recht entscheiden,4.51873779296875
GPT2-large,109,Du bist ein Mann ich bin es schon .,"Wüßt ich, wüßt ich, daß du mich",5.801909446716309
GPT2-large,109,Mich ziehts zu deinen Füßen allein,"Entränn' ich, ach! mit dir allein,",4.963659763336182
GPT2-large,109,Mich zieht es in die Ferne hin,"Mich hinaus ins Freie zieht,",3.4882187843322754
GPT2-large,109,Zu deinen sanften ewigen liedern,"Der lieblichen Lieder,",4.599491596221924
GPT2-large,109,"Du bist es , die mich rufen ließen ,","»Wer rufet mir, wer fand bei mir sich ein?«",5.302666664123535
GPT2-large,109,zurück Dich hat mein Herz gerettet,Mein Herze zu retten davor;,5.441979885101318
GPT2-large,109,"In stillem , ruhig fromm Gebet",stillen Gebet,3.236687183380127
GPT2-large,109,Bist Du des Himmels höchste liebe,Du bist doch einer der besten im Himmel!,4.141420364379883
GPT2-large,109,Ich bin es schon der dritte h,Die dritte heißt die,4.466683387756348
GPT2-large,110,Und auch die Liebe soll nicht schweigen,Und unsre Liebe darf nicht säumen – –,3.517481803894043
GPT2-large,110,Was bleibt der Erdenweisheit Mund ?,Was hat man von dem Dichten? Hum!,4.3824782371521
GPT2-large,110,Es lehre dich die Sterne schweigen !,"Darauf ein Greis: Wirst nicht die Stern' uns rauben,",4.70348596572876
GPT2-large,110,Es lehre dich die Rose stehn !,"Sich erheben,",4.938836574554443
GPT2-large,110,Es lehre dich das Goldne kosen !,Als – Gold zu zupfen sei.,4.4902753829956055
GPT2-large,110,Und lehre dich der Töne Klang !,Soll vollen Klangs erschallen,4.127556800842285
GPT2-large,110,Es lehre dich die Schönheit strahlen !,Du lässest Deine Schönheit strahlen,4.157238960266113
GPT2-large,110,"Doch wenn die Wahrheit dich verbannt ,","Bricht der Wahrheit eb'ne Bahn,",4.864699363708496
GPT2-large,110,"Wenn du dein hohes Selbst vergessen ,","Und vergessen, daß die höchste Würde",5.656895637512207
GPT2-large,110,"Du dann kein einzig Etwas weißt ,",Daß du nichts von Allem weißt! –,4.002391815185547
GPT2-large,111,"Der Freund , mit dem ich gerne wohnte","Der Freundin, die mir jüngst durch einen köstlichen",5.419511795043945
GPT2-large,111,Sei uns sei uns willkommen nah und fern,Bis uns willkommen inniglich!,4.356884479522705
GPT2-large,111,"Und er hat leider recht , wie immer ,",Ihr meint: sein Unrecht habe er,5.469831943511963
GPT2-large,111,Daß selber er uns Menschen gerne minnt .,Warum er heut uns scheinen soll:,5.603584289550781
GPT2-large,111,Als ich mich noch zu wissen müde,Und müde schon vor der Zeit …,4.2613911628723145
GPT2-large,111,Verschlang mir dieses Buch sogar den Schlaf,"Bücher zu lesen ist noch schwerer, von wegen des Schlafs.",5.444037437438965
GPT2-large,111,Dieß alte Werk von Haß und Liebe,"Mit Haß und Lieb' euch quälet,",5.036679267883301
GPT2-large,111,"Und dieses alte , dicke liebe Buch .","Ich hab' ein altes Buch,",5.345998764038086
GPT2-large,111,"Wenn ich die Blätter nun , die grünen ,","Schon mit Blättern grün und voll,",4.796067237854004
GPT2-large,111,"Die goldnen , von dem lieben heißen Tau",In kosendem Geflüster;,5.481207847595215
GPT2-large,112,"Zu allem Großen , allem Schönen , vollen","Allem Großen, allem Schönen,",2.9679598808288574
GPT2-large,112,Zur Welt als ganzer dennoch nichts zu nennen,"Gar unbeachtet von der Welt,",4.149285316467285
GPT2-large,112,"Warum ist in dem Wesen , in dem Wollen","Von deiner Wolle, deinem Leinen? –",4.929351806640625
GPT2-large,112,"Des Menschen nichts zu geben , nichts zu nehmen ,","Kann dir nichts, ach gar nichts geben,",5.273171424865723
GPT2-large,112,Als dann den Werth des Ganzen noch zu heben,Gilt das Dir doch als höchster Preis,4.176100254058838
GPT2-large,112,Und ihn damit zu füllen mit dem haben,Und wie es nun im Erfüllen,4.17048978805542
GPT2-large,112,"Und ihn sich endlich , endlich doch gegeben","Er raffte sich endlich, endlich auf,",3.5924577713012695
GPT2-large,112,"Zu einem Ganzen dann , in dem wir leben ,",wir einst,5.4338274002075195
GPT2-large,112,Zu füllen unsrer selbst in unsrer ganzen,Damit dein Schlund sich füllt.,5.288761138916016
GPT2-large,112,Das andre ist die Kunst Die Kunst des leben,"Ich weiß noch eine zweite Kunst,",5.820061683654785
GPT2-large,112,"Und die ist nun dieß Dasein in dem Ganzen ,",Und es wird die ganze Erde,4.074828624725342
GPT2-large,112,"Das ist der Mensch in seinem Werth , den haben",Er dünket ihr vor allen wert,5.544789791107178
GPT2-large,112,"Wir müssen all , ob wir nun wollen oder nicht",Die Andre aber wollen wir,5.707101821899414
GPT2-large,112,"Ihm selber geben , der ihn hat geschaffen !",Daß er Euch da gegeben –,5.612878799438477
GPT2-large,112,Doch wollen wir uns nun zum letztenmale,"Kam nun doch das letzte Kommen,",4.207093238830566
GPT2-large,113,"Entlang der Bahn sich windend , deren dauer",Dann zäumt das Wandertrachten,4.491721153259277
GPT2-large,113,In langen Schlangen gängen endlos wieder,"Rückwärts schleichen feige Schlangen,",4.729887008666992
GPT2-large,113,Die Geisterwelt des Menschen auf und nieder,"Oben in der Geisterwelt,",5.700742244720459
GPT2-large,113,"Die Spindel warf , und , in der Hand das Ruder ,",Ihn schiddsen Gedderhände,5.465519905090332
GPT2-large,113,Von Ort zu Ort die Wasser brachte einmal,Von fernher kamen die Wasser gezogen,5.6764020919799805
GPT2-large,113,Und auf dem tiefen Grunde aller orte,"In jeder Miene an,",3.577561140060425
GPT2-large,113,"Aus einer Tiefe kam es , die die Erde","aus der Tiefe der Erde begleitet,",4.313595771789551
GPT2-large,113,Nicht länger fassen konnt und die der Himmel,Wenn über uns der Himmel leer;,3.749972343444824
GPT2-large,113,"Nicht mehr zu fassen wußte in die Tiefen ,","Aus der die Tiefe sichtbar wird,",4.354372978210449
GPT2-large,113,Mit tief hineingehauchten tiefen Furchen .,"Der bangen tiefgeheimen Lust,",5.204741477966309
GPT2-large,114,"Ihr denkt euch Das kann doch nicht stimmen ,",Dies kann fürwahr nicht sein;,4.202208995819092
GPT2-large,114,"Ihr wollt mir also etwas sagen ,","Du sollst mir offenbaren,",4.298009395599365
GPT2-large,114,Ich soll euch also etwas sagen ?,Wie könnt ich dann erzählen.,2.9959192276000977
GPT2-large,114,Ich soll euch also etwas sagen,Ich will's dir sagen.,2.7275969982147217
GPT2-large,114,Ich darfs euch ruhig ehrlich sagen,Dann will ich alles dir gestehn –,3.792212724685669
GPT2-large,114,"Nicht aber dazu euch was zu sagen ,","Nichts sag' ich dir weiter an,",3.1766600608825684
GPT2-large,114,"Und wollt ihr mir davon was sagen ,","Schön gesagt, was nützt es mir?",4.102486610412598
GPT2-large,114,"Ich weiß es auch nicht , was ihr wolltet .","Was ich wollte, das wußte ich nicht und weiß es auch heut' kaum,",4.864299774169922
GPT2-large,114,"Der Mensch , der Mensch ist allversager ,",So laßt uns einen Scheiterhaufen zünden,5.900528430938721
GPT2-large,114,Und seine Taten sind vergeblich .,Doch tut ihm endlich keins mehr gut:,5.338890075683594
GPT2-large,115,"Und du wirst , wie die Sterne fliegen","Wie die Sterne dort oben unscheidbar geh'n,",4.670105457305908
GPT2-large,115,Daß du ein Kind der lichten Welt,"Daß ich dir, wie mir dies Kind,",4.890363693237305
GPT2-large,115,"Dieß schöne Kind , in dir geboren ,","Als Mädchen ist das Kind geboren,",5.041608810424805
GPT2-large,115,"Dein Herz wird wie der Blume licht ,","Die Blume Tausendschön, worin",4.97500467300415
GPT2-large,115,Und seine Blume blüht und dauert,"Und stets in neuem Blühen,",4.73468017578125
GPT2-large,115,Wie einst mein Herz auf Erden sa,Auf jauchzte mein Herz,4.781079292297363
GPT2-large,115,Und wie es einst die süße Lore,Liebliches Läuten,4.381469249725342
GPT2-large,115,Des Himmels in dem Arme schlief !,Der eben fest gar schlief,4.31602668762207
GPT2-large,115,Und ob sich deine Tage dehnen,wie lange Tage du,4.199134349822998
GPT2-large,115,"Und ob du träge gehst im Schritt ,",Und in die Hetze laufen?,4.375330448150635
GPT2-large,116,Als ob du selber nichts besitzest,Habt ihr selber kein Gefühl.,4.873409271240234
GPT2-large,116,Wenn du des Nichts ein Alles zählst,Wenn nur die Participia,5.64592170715332
GPT2-large,116,Als wenn du aller Dinge hundert,"Und find't, als alles ausgeleert,",3.9427671432495117
GPT2-large,116,Als ob du sie als Zahlenwert,"Als wie mit seines Gleichen maß,",4.56833553314209
GPT2-large,116,Als hundert fache Zahlen zählest,Und in der hundertfachen,4.136951923370361
GPT2-large,116,Wenn du des Nichts ein Ende nähmest,"Wenn endlich euch als Greisen,",5.308269500732422
GPT2-large,116,Als wenn du hundert Jahre kämen,Alle hundert Jahre seither,4.40777587890625
GPT2-large,116,"Das leuchtet mir nicht ein , daß dies",Kaum klärt sich's mir …,3.4351439476013184
GPT2-large,116,Ein Ende sei Ich will euch hören,Und gibt mir zum Ende –,5.213109970092773
GPT2-large,116,"Ich will euch fassen wie den Wurm ,","Das Würmchen seine Lust,",5.0081000328063965
GPT2-large,116,Ich will euch fassen als den ozean,"Wie ein Meer ich kann euch fassen,",4.901432514190674
GPT2-large,116,Als hundert kleine Tropfen klein .,Mit einem kleinen Schlängchen man,5.970706462860107
GPT2-large,116,Das Licht der Welt will ich euch nennen,"Dich ruf' ich an, du Herr des Lichtes!",4.536263465881348
GPT2-large,116,Die Sonne sollt ihr lassen ganz !,"Mußt so deinen Sonnen,",3.959205389022827
GPT2-large,116,Ihr sollt von ihr ein Liedchen hören .,"Sie stimmt ein Liedchen an,",4.709545135498047
GPT2-large,117,"Das Sein ist immer , seis auf welten","Allbesitzend immer, allbesessen,",4.665345668792725
GPT2-large,117,"Sei es im dritten Himmel , seis im ocean","Im Weltenozean,",4.822262763977051
GPT2-large,117,"Du sollst dich nie dem Tod ergeben ,",Sterben möcht' ich nimmer!,4.866205215454102
GPT2-large,117,Und seis am höchsten aller Himmel just !,Und zur heitern Himmelshöh',3.535491943359375
GPT2-large,117,"Denn dort , am höchsten aller siege","Nach dem Höchsten ein ahnendes Sehnen, –",4.651291847229004
GPT2-large,117,wo Alles ruhig glüht und strahlt und oben,"Während Alles rosig, hell und heiter",4.006894588470459
GPT2-large,117,das ist des Menschen ewges Leben !,Und ein Ahnden von dem ew'gen Leben,3.6417360305786133
GPT2-large,117,Sie schweben im Hernieder auf die Welt,"Und die Welt sie liegt im Nassen,",4.509471416473389
GPT2-large,117,herein und kommen niemals wieder ;,Nie kehr' ich mehr zurück:,4.231743335723877
GPT2-large,117,"Sie schweben auch nicht wieder , wenn den Geist",Nie brach ja ein holderer Geist,5.089045524597168
GPT2-large,118,Den Schlüssel zu dem Reich der lüge,Die Lüge aus des Reiches Marken.,4.996963977813721
GPT2-large,118,"Aus welchem sich , von tausend Seiten",Von hundert Chören,4.656402111053467
GPT2-large,118,Getränkt mit Lug und Trug und lüge,"Mit jener Lüge, die da Prunk und Kronen",4.666100025177002
GPT2-large,118,"Zum Weltverstand die Ideen spinnen ,",Im Gebiete der Ideenwelt,5.551629543304443
GPT2-large,118,Der siedend nie den Weg vernichtet,Niemals hat auf einem Reinfall,5.013939380645752
GPT2-large,118,"Derselbe Weg , der einst zu Göthe","Zur Götterheimat worden,",4.796255588531494
GPT2-large,118,Für alles Gute dieser Erde,"Die Guten auf von der Erde,",5.492828369140625
GPT2-large,118,Ich stehe an den alten kirchen,"Ich aber, mit den Alten",5.767963886260986
GPT2-large,118,hallo und sehe keine Augen . . .,Gemeine Augen nicht erkennen;,5.355911731719971
GPT2-large,119,Mit diesem schlichten Worte bannten,"Auf wenige Worte gebeten,",4.973836421966553
GPT2-large,119,Des harten Schicksals harte Richter,Das Gericht der Bösewichter,5.317570686340332
GPT2-large,119,Den Weisen waren seine Richter .,Er hatte seinen Weiser –,5.559047698974609
GPT2-large,119,Die Menschheit warf ihr ganzes Streben,"steht alles geduckt,",5.862295150756836
GPT2-large,119,"In ihre eignen Füße nieder ,",Der zu Füßen,6.180727958679199
GPT2-large,119,Und machte seinen Gott zum Richter .,Mir gab ein Gott ein schönes Glück zu eigen:,5.4631524085998535
GPT2-large,119,Der arme Weise ging zugrunde !,Das arme Thierchen todt.,4.766375541687012
GPT2-large,119,"Sein ganzes Streben , alles Wahre ,","Der ihm sich weiht, sein Leben und sein Streben.",5.143090724945068
GPT2-large,119,Und seine Seele ging zugrunde .,In Wahnsinnsfiebern seine Seele schinden …,5.09257173538208
GPT2-large,119,Es ist zu spät für solche Weisen !,"Ach 's ist zu spät, ich weiß, zu gut!",5.2566070556640625
GPT3,120,Doch nur das Auge handelt allein,"Dir darf man nur in's Auge schau'n,",5.1752519607543945
GPT3,120,Das Auge ist ein ewger zeuge,Das edle Auge.,4.420892715454102
GPT3,120,Und durch das Auge will die Seele,"O wie sah die Seele sehnlich noch dem holden Dasein nach,",5.295210838317871
GPT3,120,Aus allen Himmeln sehn und wählen,"Zu wählen die Wahl, –",5.296970844268799
GPT3,120,Aus allen Welten sich umfassen,Aus allen Landen weit und breit,4.469412803649902
GPT3,120,"Und , Gott , dich endlich sehn und wollen",Und voll Sehnsucht in dich ein.,5.10167932510376
GPT3,120,Das Herz ist stumm und kann nicht wählen,Des stummen Herzens ein,5.901765823364258
GPT3,120,"Doch gibt es Sinnen , die uns weisen","Wenn die Sinne mir vergehn, wird",4.960511207580566
GPT3,120,Und auf des Auges Spur uns führen,"Daher käm' uns das Schauen,",4.091670036315918
GPT3,120,Zum schönsten Morgenland der Seelen .,Der schönsten Seelen Huldigung,4.691898345947266
GPT2-large,121,Die alten schönen Bilder malte,"Du bist erloschen, und in alten Bildern",5.724982738494873
GPT2-large,121,"Nicht alle , es sind dennoch viele da",Wie sie nicht alle sind;,5.402392864227295
GPT2-large,121,"der großen Götter schöne Kinder ,","Ein wunderschönes Götterkind,",4.826586723327637
GPT2-large,121,"Ihr Sinn ist rein und lieblich wie zuvor ,",Den Verstand so hell ihm angefacht;,5.689394950866699
GPT2-large,121,Sie sind des reinen Lebens krone,Die den Heiland uns gebar.,5.815845012664795
GPT2-large,121,Und dennoch bleibt ihr Wesen ewge asche,"Noch ihre Myrten stets,",4.472650051116943
GPT2-large,121,Das Ewge regt sich fort in allen .,"Das der Lebensfrohe schauernd flieht,",4.9506916999816895
GPT2-large,121,"Das helle Leben ist ein lichter Stern ,",Sieht er wie bei hellem Licht;,5.415635585784912
GPT2-large,121,Sein Leuchten steht auf ewgem Grunde !,"Und der's vollstrecken wird, der steht dabei,",4.644449234008789
GPT2-large,121,Und alle Wesen sind in ihm zu Haus .,"Im Kreise seiner Kinder,",5.007760524749756
GPT2-large,122,"Und doch , ist es der Weisheit , was wir tun","In eigennütz'ger Klugheit unterwies,",5.702837944030762
GPT2-large,122,"Ist Weisheit , jene Art von Denken , die nicht",und ein Umfahn gedacht?,4.778778076171875
GPT2-large,122,sich selbst entfremdet schlechtes Wetter macht,"Sie hat gestellt viel böse Wetter,",5.144795894622803
GPT2-large,122,warum Denn es Denn es will denkt euch nur das,"Weil am Ende jeder nur, was",4.531224250793457
GPT2-large,122,Was ihr Was ihr Was ihr Ist also nie,"Du bist ein Nichts und bleibst ein Nichts,",5.6181960105896
GPT2-large,123,Auf mir Auf mir auf mir Du bist nicht wirklich,Denn bin ich nicht du –,5.66339111328125
GPT2-large,123,Dein Sein ist doch nicht echt Du seist nicht wirklich,"Und was man ist, denkt man nicht gerne.",5.568257808685303
GPT2-large,123,Auf mir Auf mir auf mir Du bist nicht wirklich .,"Ich bin mir selber nicht mehr gleich,",5.87468957901001
GPT2-large,123,Auf mir Um mich Um mich Du bist nicht wirklich .,Ich kann nicht Menschen um mich haben:,6.1663498878479
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich,"Ich bin mir selber nicht mehr gleich,",6.139690399169922
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich,"Ich bin mir selber nicht mehr gleich,",6.139690399169922
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich .,Sich auch nach mir nicht um;,6.128657341003418
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich .,Sich auch nach mir nicht um;,6.128657341003418
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich,"Ich bin mir selber nicht mehr gleich,",6.139690399169922
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich,"Ich bin mir selber nicht mehr gleich,",6.139690399169922
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich .,Sich auch nach mir nicht um;,6.128657341003418
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich .,Sich auch nach mir nicht um;,6.128657341003418
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich,"Ich bin mir selber nicht mehr gleich,",6.139690399169922
GPT2-large,123,Auf mir Nach mir Nach mir Du bist nicht wirklich,"Ich bin mir selber nicht mehr gleich,",6.139690399169922
GPT2-large,123,Auf ohne mich Nach mir Du bist nicht wirklich .,"»Allein sag' an, was wär'st du ohne mich?",5.314356803894043
GPT2_top_p,124,Und mit ihm von Natur hinaus zum Dunkeln,"Weil sich der Mensch, im Graun von Himmel und Erde versinkend,",5.361814975738525
GPT2_top_p,124,Ein Brief von deinem Liebling meinem dichter,»Maß! – Liebchen!« schreibst Du mir? –,5.9897332191467285
GPT2_top_p,124,Ein Brief von deinem Liebling deinem dichter,"Und an wen es Briefe schreibet,",5.88014030456543
GPT2_top_p,124,"Ein Brief von einem meiner Lieblingsdichter ,",Da schrieb se m'r noch in ä Schreibebrief:,5.55259370803833
GPT2_top_p,124,Und nun ist alles deine Schwester wieder,"Denn man hat bloß darum, Schwestern,",5.507131576538086
GPT2_top_p,124,Und nimmt dich manchmal mit in fremde tasche,"Und sieh, wie früher nach der Tasche",5.044168472290039
GPT2_top_p,124,Der reiche Herr wird mich zu seinem Tische,Wohl bei einem reichen Mann.,5.601372241973877
GPT2_top_p,124,Ich kriehe hier ein Stück mit Erdbeglückung . .,Mir einen Wonnekuß,5.118435859680176
GPT2-large,125,"Ach , das ist nicht alles noch recht",So was Besondres ist es eben nicht;,3.884929895401001
GPT2-large,125,"Na , das wäre ja zu viel !",Das ist zu viel! – – –,3.237494707107544
GPT2-large,125,Da ist eine rote ecke spitz,"Da trat er rote Spur,",5.710984706878662
GPT2-large,125,Die ist aber versetzt das Kind zu,"Die Kind' sen fort, sie sen versorgt,",3.787112236022949
GPT2-large,125,"Na , das wäre ja zum Lachen un","Lustig darein,",4.154966354370117
GPT2-large,125,"Nun , es wäre nur ein tropfen !",Gleich einem Tropfen sich verlör!,4.62817907333374
GPT2-large,125,"Sagt , wo sind die feinen Nasen hin","Mögt ihr noch die Nase rümpfen,",4.6070733070373535
GPT2-large,125,"Hier , auf einmal , ist es da .","Recht thörig war's: ich seh' es ein und doch, –",5.698342800140381
GPT2-large,125,Also noch ein bissel schaukeln eben,"Noch einmal selig wähnen,",3.256467342376709
GPT2-large,125,"Ei , das Kind Auf da zu sehen ,",Und scheinet deinem Kinde,4.9348368644714355
GPT2-large,126,Eine Muschel ohne Kern ist,"Kronlos, kopflos, athemlos",6.417588233947754
GPT2-large,126,Nichts ein Rätsel ohne Lösung bleibt,"Dies Rätsel löset keiner auf,",3.515751838684082
GPT2-large,126,Keine Muschel ohne Kern sei,"Sorglos, ob der Kern darinnen",6.129255294799805
GPT2-large,126,Oh warum ist denn ein Rätsel,Ahnt er das Rätsel,4.270918846130371
GPT2-large,126,eine Insel ohne Riff ist,"Insel ein Inselchen auf, stiller von Fluten umspielt;",5.73555850982666
GPT2-large,126,Oh warum ist denn ein Riese,"Ist der Riese, der, gemeistert,",4.378598690032959
GPT2-large,126,doch kein Riese ohne Frau ist,Kein so verbuhltes Weib gibt's nicht,5.392650604248047
GPT2-large,126,Oh warum ist denn ein Schiffer so,Warum denn noch stets dies Geweine;,4.750349521636963
GPT2-large,126,einsam denn ein Schiffer sich sein,"Nachsinnend einsam her,",4.974907875061035
GPT2-large,126,Oh warum ist denn die Perle fein,großer Perlen Zahlwert?,3.726778507232666
GPT2-large,126,doch ein Ding der feinsten Art ist,"Wann nun auch die schönste der Gestalten,",3.2270095348358154
GPT2-large,126,mode aber sie ist zu Hause,Zu Hause war.,6.562208652496338
GPT2-large,126,Oh warum ist denn ein Herz so,"Warum, warum viel liebe Not?",3.9129152297973633
GPT2-large,127,"Mit einer zweiten Menschheit , der ihn kannte","Ach! Hättest du nur Die gekannt,",6.013421535491943
GPT2-large,127,"Als nun begann der Mensch die lange , langen","In langer Reihe nach,",5.334103107452393
GPT2-large,127,"Daß er von seinem Leben sagen konnte ,",Der habe für das Leben wohl,5.785351276397705
GPT2-large,127,"Daß also wie sein Vater er gewesen ,","Wie unsern großen Vater ich verstand,",4.332815170288086
GPT2-large,127,Ein lange Leben unter Leid und segen,Des Lebens langes Weh und Ach.,4.64448356628418
GPT2-large,127,Und daß er aus den Trümmern sich gezogen,"Und Trümmer ließ am dicksten nach,",4.224112510681152
GPT2-large,127,"Durch eine Zeit , von der wir alle sagen ,",Daß wir Nähe heil'ger Zeiten,5.627312183380127
GPT2-large,127,Von einer schweren Zeit der deutschen Gauen .,Im deutschen menschlichen Geschlechte,5.1095685958862305
GPT2-large,127,Das waren seine ersten Kindheitsfrüchte ;,Das waren seine Thaten.,5.321433067321777
GPT2-large,127,"Sein Leben wuchs empor , es wuchs ihm Sitte","Und eingespannt sein Lebenlang,",4.4180006980896
GPT2-large,128,Wär ich klein und laut und allein,So lautlos und allein?«,5.021536350250244
GPT2-large,128,könnt ich doch den Mut nicht mehr mir,"Verdorrt ist mir der lebendige Mut,",3.5254361629486084
GPT2-large,128,"das den Mut , den will ich teilen ,","So fass' ich denn den einen Mut,",4.2963948249816895
GPT2-large,128,könnte mir zum Fluch gereichen ein,"Mit meinem Fluche sollt' ich mich belasten,",4.861865520477295
GPT2-large,128,daß ich klein und laut und dumm bin,"Ich bin ein feiger, lügenhafter Wicht,",5.451452732086182
GPT2-large,128,Mußt mit mir ich bins zufrieden mein,Doch dann behagen mir fürwahr,3.578317403793335
GPT2-large,128,"Wenn mein kleiner Bruder so stirbt ,","Einem Bruder zu geselln,",5.4585041999816895
GPT2-large,128,vielleicht kann er was zu dir .,"Vielleicht! Vielleicht behagt es euch auch wol,",4.922782897949219
GPT2-large,128,Ich bin so Ich sage dir aber .,»Ich sagt' es dir ja immerhin:,4.9407854080200195
GPT2-large,128,daß du klein und laut und allein bist,Und alles still. – Erst jetzt bist du allein. –,4.924248218536377
GPT2,129,Wir grüßen alle liebend heute,Selig uns grüßt,4.444220542907715
GPT2,129,Es schwärmten tausend Gäste dort,Und zog da gar viel Volks herbei.,4.8871636390686035
GPT2,129,Vor unserm Hoftor schloß der Gatte,"Bestimmten meines Gatten Hand,",6.043138027191162
GPT2,129,Dem König zu der hand und bog,Den König schütz' mit gnäd'ger Hand;,4.827126979827881
GPT2,129,Den langen Arm ihm zu den augen,Im kurzen sah die Arme,5.101832866668701
GPT2,129,Doch so ist es bereits zu spät,Aber nein! Nun ist's zu späte!,2.595832347869873
GPT2,129,Der Jüngling mit den blauen Augen,Als dein blaues Auge dieses Blickes,5.012934684753418
GPT2,129,Der Frau ihr langes Röckchen reicht .,Sonst war ja dein Röckchen lang.,5.221242427825928
GPT2-large,130,Aus unerklärter Tiefe brach das leben,"Taucht aus tiefstem Dunkel,",5.406411170959473
GPT2-large,130,Aus unverhülltem UrSchoß brach das liebe,"O Liebesabgrund, den ergründen",3.953725814819336
GPT2-large,130,Aus unverhülltem UrSchoß brach das Leben,"Unbestochen daher erging Dein Urtheil, und lang' schon",4.803318023681641
GPT2-large,130,Aus unverhülltem UrSchoß bricht die Liebe,"O Liebesabgrund, den ergründen",3.8931407928466797
GPT2-large,130,Aus unverhüllten UrSchoß bricht das liebe,"O Liebesabgrund, den ergründen",3.8304805755615234
GPT2-large,130,Aus unverhülltem UrSchoß brach die Liebe,"O Liebesabgrund, den ergründen",3.9645259380340576
GPT2-large,130,Aus unverhülltem Traume brach die Liebe,"Amor sich weiht,",4.682469844818115
GPT2-large,130,Aus unverhülltem Traume brach das liebe,"Schwebt der Liebe lichter Traum,",4.541173934936523
GPT2-large,130,Aus unverhülltem Traume brach die hölle,"Ahne traumumflirrt nur,",4.608283996582031
GPT2-large,130,Aus unverhülltem Traume brach der wille,Wie im wachen Traume,4.889278888702393
GPT2-large,130,Aus unverhülltem Traume brach der Wille,Wie im wachen Traume,4.853041648864746
GPT2-large,130,Aus unverhülltem Traume brach der Wille,Wie im wachen Traume,4.853041648864746
GPT2-large,130,Aus unverhülltem Traume brach der wille,Wie im wachen Traume,4.889278888702393
GPT2-large,130,Aus unverhülltem Traume brach der Wille,Wie im wachen Traume,4.853041648864746
GPT2-large,130,Aus unverhülltem Traume brach der Wille,Wie im wachen Traume,4.853041648864746
GPT2-large,131,Wer das Eine recht erkannt hat,Wer Recht behält! So laß uns denn,4.2699480056762695
GPT2-large,131,Weiß auf was er noch verzichtet,"Mit noch was mehr? Er ließ auch den Gefürsteten,",4.3130340576171875
GPT2-large,131,Wenn er nach dem Etwas noch sucht,"Und sucht er ihn auch noch so sehr,",4.82722806930542
GPT2-large,131,"Demutvoll , mit sanftem Hoffen","Nur einmal mit freudigem Hoffen,",4.992121696472168
GPT2-large,131,In der eignen Kraft sich finden,In der Kraft erscheinen,4.849323749542236
GPT2-large,131,Hat des Daseins Ziel gefunden,"Der Mann traf aller Freuden Ziel,",4.284296989440918
GPT2-large,131,Wenn dies Etwas in uns auch spricht,"Auf etwas sich besinne,",3.7895617485046387
GPT2-large,131,In mir war das alte Hoffen,"Da konnte ich endlich auch hoffen,",4.491716384887695
GPT2-large,131,Nach des Herzens reinstem wissen,Auf des Herzens tiefstem Grunde,5.100778579711914
GPT2-large,131,Treuefest und ohne Hassen !,Doch trauter Keins! So laßt mit treuer Hand,4.34084415435791
GPT2-large,131,Darum sind wir nie gekommen,Deswegen sich noch nicht.,4.6676530838012695
GPT2-large,131,In den wilden Raum hinein,In wilden Wollustschauern,3.919097423553467
GPT2-large,131,Wo sich alles Wollen müht so,In üppigem Wollustreigen,3.636852264404297
GPT2-large,131,Darum wurden wir nicht da,Deswegen sich noch nicht.,4.956952095031738
GPT3,132,Was ist der Sinn des ganzen himmels,Der Menschheit? Will der Schoß des Himmels sich,3.87831974029541
GPT3,132,Warum erscheint das Licht der Welt,"Warum in Himmels Glanz entstehn,",4.748077869415283
GPT3,132,Und wieder muss sie untergehen,Und läßt es wieder völlen.,4.256985187530518
GPT3,132,Wozu die ganze Sehnsucht quält,Sind Drang und Sehnsucht,3.511836528778076
GPT3,132,Ein seltsam Spiel von Licht und schönheit,Das mit dem Weihekuß des Schönen,5.630459308624268
GPT3,132,Das unser Herz erfüllt mit Freud,Jach sind mir Freud und Lust erstarrt:,4.530107021331787
GPT3,132,Doch alles was du suchst und findest,"Für alles, was durch euch geschehn,",4.9524688720703125
GPT3,132,Ist nur ein Trugbild aus der Zeit,"Doch ist so die Zeit verklungen,",3.9876646995544434
GPT3,132,Ein Traum vom Glück in alle Ewigkeit,"Den Traum, den Schatten von Glück!",4.1238179206848145
GPT3,132,Doch alles was du siehst beginnt,"Kaum hörst du auf, so fang ich an,",4.907156467437744
GPT3,132,"Und alles was du liebst wird sterben ,","Stirb du, allen Liebe übend,",5.266465187072754
GPT3,132,Wie Schatten auf der Erde weht .,"Wohl aus der Erde dunklem Schoß,",4.7253737449646
GPT3,132,Und nur die Liebe bleibt bestehen,"Und die Liebe, die nicht läßt,",3.820317029953003
GPT3,132,Als einzig wahrer Stern der treue,Um den der Sterne Wonnereigen,5.605508327484131
