LLM,id,text
GPT2-large,182,Ich aber will mich durchaus nicht von euchotiveire .
GPT2-large,182,Ich freilich sehe hierin keine Absicht .
GPT2-large,182,"Nein , lieber Freund ! das ist nicht meine Absicht ."
GPT2-large,182,Was ist das für ne unverschämte Bitte
GPT2-large,182,"Ihr wolltet mich für widerlegt erkläre ,"
GPT2-large,183,In den Bergen wird der Schnee nicht
GPT2-large,183,auch nicht in den tiefen Tälern mehr
GPT2-large,183,Ist mir doch ein bißchen gar hold .
GPT2-large,183,"Niemand wird dich bitter rügen noch ,"
GPT2-large,183,Daß du klein und laut und dumm bist
GPT2-large,183,Niemand wird umsonst verlangen eben
GPT2-large,183,daß du leise bist und leise
GPT2-large,183,Daß du leise bist und so laut
GPT2-large,183,Daß im tiefsten Tann dich kracht sein
GPT2-large,183,Niemand wird umsonst verlangen mehr
GPT2-large,183,Daß du leise bist und so schön !
GPT2-large,183,lieder Ich will ja nicht mit dir
GPT2-large,183,"Hören , sondern mit dir fühle"
GPT2-large,183,"O daß ich dir immer dächte so ,"
GPT2-large,183,wie ein junger Jüngling heute .
GPT2,184,Und dem voraus das Rätsel einer Sonne
GPT2,184,"Die sich entzündet an ihm , also lösend ,"
GPT2,184,Im Wäldedübel seines lauten sohnes
GPT2,184,"Wer kömm in dieses Waldes wilden Blüten ,"
GPT2,184,Wer sorglic him in diesem schönen Lande
GPT2,184,"Und löst des Schicksals Rätsel lösen , also"
GPT2,184,"genau . Ergänzung , Herr Berichterstatter . ."
GPT2,184,Daß wir nicht wieder mit uns selber sagen
GPT2,184,Die beste Lösung wegen dieser Scenen .
GPT2-large,185,Doch um des Schönen Ziel zu heben
GPT2-large,185,Bist du dem Guten nur gewohnt
GPT2-large,185,"Und in des Dichters Geist zu leben ,"
GPT2-large,185,Bist du dem Leben zugewandt
GPT2-large,185,Und wieder von ihm fortgerissen
GPT2-large,185,An wendest du dein gläubig Ohr
GPT2-large,185,Zu einer Gottheit nur gehöret !
GPT2-large,185,"Zu deinem Himmel , welcher nur"
GPT2-large,185,"Dir wallet durch das offne Fenster ,"
GPT2-large,185,"Zu deinem Schoße , welcher nur"
GPT2-large,186,"So was ! O , vor solcher Sense knie"
GPT2-large,186,Das soll es das bringt den teufel !
GPT2-large,186,Drauf der gute alte Bauer spricht
GPT2-large,186,"Ach , daß Gott Sie mir gewährte ,"
GPT2-large,186,gestern auf dem Weg zur Mühle dort
GPT2-large,186,da hab ich das noch nicht so
GPT2-large,186,wenig so genau genommen hat .
GPT2-large,186,"Mit den Messern in der Hand die ,"
GPT2-large,186,eben die Mutter hat es nicht .
GPT2-large,186,Das war eben ein trefflich Stück da .
GPT2-large,187,Die Erde liegt in tiefer laune
GPT2-large,187,"Die Erde liegt in tiefem Traume ,"
GPT2-large,187,Die Erde liegt in tiefer frieden
GPT2-large,187,"Er ist ich bin ich kann nicht lieben ,"
GPT2-large,187,Die Erde liegt in tiefem weinen
GPT2-large,187,Er ist ich bin ich kann nicht wähnen
GPT2-large,187,Die Erde liegt in stiller hölle
GPT2-large,187,Die Erde liegt in stiller welle
GPT2-large,187,Die Erde liegt in tiefem trauern
GPT2-large,188,An etwas eine feste bindung
GPT2-large,188,die Meinung aber ist niemals fest
GPT2-large,188,"An etwas dennoch fest zu halten ,"
GPT2-large,188,Ist doch ein gar zu großer Akt !
GPT2-large,188,Zu groß für eine kleine kette
GPT2-large,188,Man weiß sich selbst nicht treu gemeint
GPT2-large,188,Zu klein für eine solche Kette !
GPT2-large,188,Zu groß erscheint ein böser Feind
GPT2-large,188,Und droht dem guten Freund mit eisen
GPT2-large,188,Die Meinung aber ist niemals falsche
GPT2-large,188,Sie kann sich auch als wahr beweisen
GPT2-large,188,"Zu groß erscheint ein Widerspruch ,"
GPT2-large,188,genau Das aber ist doch nicht wahrheit
GPT2-large,188,Zu groß erscheint ein großes Gift
GPT2-large,188,Zu giftig ist die böse Wahrheit
GPT2-large,189,Wie ? Was soll das also heißen nun
GPT2-large,189,Nun ! ich tu es kurz und bitter
GPT2-large,189,"was Sie eben nicht leiden können ist ,"
GPT2-large,189,wenn ein Mann im Bett sich windet !
GPT2-large,189,Sie Sie muß sich wie Sie mag er
GPT2-large,189,unbeweglich wie ein wund ger
GPT2-large,189,ollen ihrem Willen sich ganz
GPT2-large,189,"an sich sie ist , ähm , die Mutter"
GPT2-large,189,ist die wills aus purer Bosheit tun .
GPT2-large,189,aber das haben andre ja auch
GPT2-large,190,"Ich freilich halte sie für unmoralisch ,"
GPT2-large,190,Ein alter Sack mit einem dicken Backen .
GPT2-large,190,Ein alter Sack mit einem dicken Backen
GPT2-large,190,Ich freilich halte sie für unmoralisch
GPT2-large,190,Doch allein für beglücken kann ich sie nicht .
GPT2-large,190,Doch allein für beglücken kann ich sie nicht .
GPT2-large,190,"Ein altes Sack mit einem dicken Backen ,"
GPT2-large,190,Ich freilich halte sie für unmoralisch
GPT2-large,190,Doch allein für beglücken kann ich sie nicht .
GPT2-large,190,"Sie kann den Teufel auch zum Spaß beneiden ,"
GPT2-large,191,Ein ewge Frühling wird geschlagen
GPT2-large,191,Dem Menschen wird die Lust zuletzt gebracht
GPT2-large,191,"Es klingt , o Mädchen , dir die Sehnsucht"
GPT2-large,191,Aus jedem frühen Lockenkuß hervor ;
GPT2-large,191,"Am Ufer der Zeit , am festen ozean"
GPT2-large,191,Es golden singt des Adlers kühnes ma
GPT2-large,191,"Es lächelt in des Mondes Schimmer ,"
GPT2-large,191,Und aus den klaren Äuglein sie lacht so
GPT2-large,191,Mir ist dein Lächeln eine Wonne
GPT2-large,191,"Der Morgen kommt heran , die Welle steigt ,"
GPT2-large,192,"Sage ich es laut und offen ,"
GPT2-large,192,"Weiß ich wohl , die Sonne scheint nicht ,"
GPT2-large,192,Aber ein Tropfen dunkelt so hell !
GPT2-large,192,Also ist die ganze Kunst da
GPT2-large,192,Zum Erstaunen bin ich noch jetzt .
GPT2-large,192,"Kommt aus allen Gauen uns her ,"
GPT2-large,192,In die ganze Welt getragen
GPT2-large,192,Immer an der eignen treue wand !
GPT2-large,192,"Ist in mir ein starker segen ,"
GPT2-large,192,"Ja ein heilger stamm der menschheit ,"
GPT2-large,193,Erleuchten muß in dir die himmel
GPT2-large,193,das Leben wird in Glut versinken
GPT2-large,193,"Es ist genug , wenn dir der erste"
GPT2-large,193,Den ursprung alles auf dem Erde
GPT2-large,193,Bewußt . Und was du siehst und höre
GPT2-large,193,"Dein Denken heißt , du glaubst , ich irre ."
GPT2-large,193,Du bist der Schöpfer aller seien
GPT2-large,193,"Bist es nicht , der in uns das Wesen ,"
GPT2-large,193,Wenn wir des Menschen wesen heien
GPT2-large,193,Als ob in dir des ganzen Wesen
GPT2-large,194,Auf daß der Geist aus dieser erden
GPT2-large,194,"Sich zu dem Höchsten hin bewegt ,"
GPT2-large,194,Will ich in diesem Tempel nieder
GPT2-large,194,Und wenn mir einst der Tod ihn hier
GPT2-large,194,Als Lehrer hingestellt als lehrer
GPT2-large,194,Auf grüner Triften einsam hier
GPT2-large,194,Des Lebens Lehre ihm erschlossen
GPT2-large,194,"Alsdann ihm selbst gehört , wofern"
GPT2-large,194,Der alte Vater noch am sitze
GPT2-large,194,"Von Herz zu Herz mit seiner Zeit ,"
GPT2_top_p,195,Ich sitze einsam auf der stelle
GPT2_top_p,195,Der deutsche Strom ist kalt und stille
GPT2_top_p,195,Die Segel schlägt der Sturm geschwinde
GPT2_top_p,195,"Ich denke manchmal einsam allein ,"
GPT2_top_p,195,Als nach vertiefter wähne leben
GPT2_top_p,195,"Als ruhig , wie mein ganzes Leben"
GPT2_top_p,195,"Von seinen weiten fernsten Fernen ,"
GPT2_top_p,195,"Un wenn der Engel wieder geyerht ,"
GPT2-large,196,Denn wer den Menschen wirklich will überwinden
GPT2-large,196,Der vater muß sich mit ihm selbst ergeben
GPT2-large,196,"Da ich dies aber mit klugen Augen sehe ,"
GPT2-large,196,"der hat sie Ja , sie ist durchaus vorhanden"
GPT2-large,196,Ob Gott gewollt Ich bin mir selbst nicht ferner
GPT2-large,196,Es wird die Zeit die rechte Lösung haben
GPT2-large,196,jedoch ich aber ich aber will weiter leben
GPT2-large,196,Bin ich kein deutscher Sklave mehr und keiner
GPT2-large,196,"Den habe ich erniedrigt oder überhoben ,"
GPT2-large,196,Ich bin ein freier Mann und habe keine
GPT2-large,197,Und wie er dann mit seinem Schutt die Welt
GPT2-large,197,"Verschutt , was werden wird aus ihr erstehen ?"
GPT2-large,197,Und werden seine Fürsten dann dereinst
GPT2-large,197,Zu unsern eignen Füßen niederfallen !
GPT2-large,197,In diesen Trümmern wird dereinst vergehn
GPT2-large,197,"Ihr kennt sie ja , die großen Fabelwesen ,"
GPT2-large,197,"Die ruhelosen wesen , die zuletzt"
GPT2-large,197,Erwacht aus ihrem tiefen Schlafesdunkel
GPT2-large,197,"Nach langer , langer Irrfahrt durch das exil"
GPT2-large,197,Den Kelch der Wahrheit frisch empfangen haben
GPT2-large,198,Und wie das Hohe so begeistert
GPT2-large,198,Wenn es verklärt das Schöne sieht !
GPT2-large,198,"Was da mich ganz erstaunte , allein"
GPT2-large,198,"Du bist , Natur ! Ich selber bin"
GPT2-large,198,"Dein Meister , der dich still geleitet"
GPT2-large,198,Mich selber führst zur Harmonie .
GPT2-large,198,Ich hör dein hehres Lob erschallen
GPT2-large,198,Mich selbst jedoch vernimmts nicht mehr .
GPT2-large,198,"Mir ists , als hört ich aus der quellen"
GPT2-large,198,Was ich geschaut hienieden nie ;
GPT2-large,199,Schäfer schäfer Schäfer Lämmer Schnitter pferd schaf
GPT2-large,199,Sädelbrief aus frankreichs König Philipps händen
GPT2-large,199,Aus Aus Sädelbrief aus frankreichs König louis prinz
GPT2-large,199,Sädelbrief aus frankreichs König Philipps Handen
GPT2-large,199,aus aus aus Aus f g König Philipps prinz hof
GPT2-large,200,Du kennst des Herzens süße tropfen
GPT2-large,200,"Es dampft von ihren blauen Augen ,"
GPT2-large,200,Es leuchtet in den tiefen gruben
GPT2-large,200,"Des ganzen Lebens goldne Wunder ,"
GPT2-large,200,Wie Perlen tauchen aus den sonnen
GPT2-large,200,Der große Künstler hat ersonnen !
GPT2-large,200,Doch auch das Bild im tiefsten wissen
GPT2-large,200,Des Lebens zarte Tropfen heißen
GPT2-large,200,"Das Ewige regt sich fort in allen ,"
GPT2-large,201,"Weißt du denn , ob sie dich auch mag"
GPT2-large,201,Ich will auch um Liebe dich noch
GPT2-large,201,oh ich wäre eine andre
GPT2-large,201,"Liebe , sag ich , ist die wohl noch"
GPT2-large,201,nie zu spät und nie zu früh an treue
GPT2-large,201,"Liebe , Liebe war die erste mein"
GPT2-large,201,hab ihr gleich zu viel versprochen ;
GPT2-large,201,aber sie steht und heißt mich dort in
GPT2-large,201,Heilgen Höhen zu sich kehren
GPT2-large,201,"Fang ich an ihr Herz zu brechen dann ,"
GPT2-large,202,"Es ist mein Schatten , ach ! ein schlimmer"
GPT2-large,202,"Mit einem Fluche soll er kommen ,"
GPT2-large,202,"Das , was ich bin , ist nur der segen"
GPT2-large,202,Was also soll die Laute sagen
GPT2-large,202,Von Plato bis auf Jakob pauli
GPT2-large,202,"Ich bin der Schatten , sey der helle ,"
GPT2-large,202,"Ich bin ein Engel heut , und weiter"
GPT2-large,202,Die liebe Sonne seh ich wieder . . .
GPT2-large,202,Ich bin kein Christ die Sterne haben
GPT2-large,202,Hat Gott nicht selbst in euch gewoben
GPT2-large,203,Ich sitze vor dem Haus zu schauen
GPT2-large,203,Ich liebe eine gute Frau
GPT2-large,203,Und ich begehre ihren wohlstand
GPT2-large,203,Ein schöner Geist ein großer Mund
GPT2-large,203,Mit vollen Küssen sie geniet
GPT2-large,203,Mit vollen Küssen mich versiegt
GPT2-large,203,Was bleibt mir das ? ein Traum ist es nicht
GPT2-large,203,Ein flüchtger Hauch von liebem Licht .
GPT2-large,203,Ein böser Geist das ist ein Schimmer
GPT2-large,204,"Und doch , seit unsern Vätern hat sich oben"
GPT2-large,204,Nichts immer an der Zukunft Statt gehalten .
GPT2-large,204,"Die Zeit ist um , die Tage sind herum"
GPT2-large,204,"Wir wollen , Brüder ! nur das Beste hoffen ."
GPT2-large,204,"Und doch , seit unsern Vätern hat sich eben"
GPT2-large,204,Nichts immer an der Zukunft Statt gehalten .
GPT2-large,204,"Die Zeit ist um , die Tage sind herum"
GPT2-large,204,"Wir wollen , Brüder ! nur das Heute ehren ,"
GPT2-large,204,Denn morgen könnte wieder unsre Not
GPT2-large,204,All unsre Not und unsre Wut bedeuten .
GPT2-large,205,Lange hat der Denker an der Form gefeilt en
GPT2-large,205,Warf er endlich proben Aber nicht am mehr eren
GPT2-large,205,"Alles stürzt vom Himmel , der dich hält , herunter ,"
GPT2-large,205,etwas stürzt aus meinen Händen in die Wellen . . .
GPT2-large,206,In den Wind die Händ gehalten
GPT2-large,206,ist das also oder ist es nicht eben
GPT2-large,206,Sei du klein und laut auf Erden .
GPT2-large,206,Kluge Leute gibt es selten
GPT2-large,206,viel sind auf der ganzen Welt nicht
GPT2-large,206,In den Wind die Händ wird er
GPT2-large,206,halten wenn und man ihn nur hört .
GPT2-large,206,Kluge Leute gibt es nur dort
GPT2-large,206,wo der Mensch das Geld sich er
GPT2-large,206,in sich selbst daß das der Weise tat
GPT2-large,207,"Wir alle sind zugleich ein Sein , ein Werden"
GPT2-large,207,Der Mensch ist ja nicht bloß ein fester ozean
GPT2-large,207,Er ist die Wurzel vieler Lebensstädte .
GPT2-large,207,"Der erste Tempel , wo ein lebend Wesen"
GPT2-large,207,Sich an ein lebend Wesen angeheftet
GPT2-large,207,"Der Menschenseele wars , die ihn mit kronen"
GPT2-large,207,"Umringt Der zweite Tempel war der Künste ,"
GPT2-large,207,Und selbst das Höchste schien in diesen Rahmen
GPT2-large,207,Zu passen was die Menschen aller seiten
GPT2-large,207,hinein Alsdann an ihre Türen gaben
GPT2-large,207,"Ein solches Leben ist ein Sein und Zeiten ,"
GPT2-large,207,"Die dritte ist die Zeit die Gott gegeben ,"
GPT2-large,207,Der vierten is es Zeit die sich dem ziele
GPT2-large,207,Zu widmen In der sechsten hieß es sterben .
GPT2-large,207,"Die fünfter is der zwischen Tod und Hölle ,"
GPT2-large,208,"Vermag er ohne Säumnis , ohne lasten"
GPT2-large,208,In wolkenlosem Himmelsraum zu fallen
GPT2-large,208,"Sein ist das gleiche Recht für alle , alle !"
GPT2-large,208,"Wieviel verdank ich denn ihm , daß ich lebte ,"
GPT2-large,208,"Und daß ich lebte einmal , um zu bauen"
GPT2-large,208,"Wieviel verdanke ich ihm , daß er leidet"
GPT2-large,208,"Was meine Seele hegt erfüllt vom Neide ,"
GPT2-large,208,Dem Mißmut in der tiefsten Seel dies Leben
GPT2-large,208,"Und dieses Werden , das ich doch zu leben"
GPT2-large,208,"Vergessen hab , in ewgem Wahn zu leben !"
GPT2-large,209,Was bin ich selbst ? Ein Schattengesicht
GPT2-large,209,Was bin ich selbst ? Ein Schattengesicht
GPT2-large,209,Ich halte noch den kleinen Finger
GPT2-large,209,An diesen heilgen Saum des Lebens
GPT2-large,209,Und fühle noch die Erde brechen
GPT2-large,209,Und halte noch den kleinen deckel
GPT2-large,209,"An diesen heilgen Saum des Lebens ,"
GPT2-large,209,Und atme noch den Staub der Erden
GPT2-large,209,Und fühle noch den Staub der Erden .
GPT2-large,209,Und bin ich selbst ? Ein Schattengesicht .
GPT2-large,210,"Doch kommt das Alter , kommt das beste"
GPT2-large,210,Hat Gott die Welt durch uns gesehen
GPT2-large,210,"Und hat sein Werk vollbracht o Schmerze ,"
GPT2-large,210,"Und hat uns alles auf der Erden ,"
GPT2-large,210,Was man zum Leben braucht und gutes
GPT2-large,210,Doch alles andre auf der erden
GPT2-large,210,"Und da ich jung und ungebunden ,"
GPT2-large,210,Scheint Gott nicht weit von mir gelegen .
GPT2-large,210,"Doch immer bin ich Kind geblieben ,"
GPT2-large,210,"Das Leid des Alters ist die Freiheit ,"
GPT2-large,211,Ihr könnt damit sogar dem Teufel geben
GPT2-large,211,Man kann sie wohl Und sich dadurch vertreiben
GPT2-large,211,"Doch leider hat sie viele schlechte Seiten ,"
GPT2-large,211,Und daß wir andern sie nicht nötig haben
GPT2-large,211,Das wißt ihr ja und dennoch das ist alles
GPT2-large,211,Doch leider hat sie viele schlechte male
GPT2-large,211,"Das wißt ihr ja und dennoch das ist schade ,"
GPT2-large,211,Und daß wir andern sie nicht nötig haben
GPT2-large,211,"Das wißt ihr ja und dennoch das ist schade ,"
GPT2-large,211,Und daß wir andern sie nicht weiter brauchen
GPT2-large,212,"Oh , die soll mir die Sanduhr leihen !"
GPT2-large,212,Und sie sie geben immer wieder
GPT2-large,212,Ich kann die andre doch nicht nehmen !
GPT2-large,212,Sie aber die andre gibt mir keinen !
GPT2-large,212,"Und doch ! Es wäre vielleicht schade ,"
GPT2-large,212,damit das Kind hätt in drei Jahren
GPT2-large,212,"nichts von dem , was wir heute haben ,"
GPT2-large,212,"und nichts von dem , was wir nicht haben !"
GPT2-large,212,"Doch dann , Wir habens , weil wirs brauchen"
GPT2-large,212,und ach ! wie konnten wir es brauchen !
GPT2-large,213,Und das in dieser hochbeglückten ära
GPT2-large,213,Wer wagts ? wer glaubt es ? wer ist so entschieden
GPT2-large,213,"Dem Gott zu grollen , der die Sonne kreist"
GPT2-large,213,Und mit der Donnerkraft das Meer zerschmettert
GPT2-large,213,Und mit der vollen Flammenkraft den ocean
GPT2-large,213,"Ein Haufe alter Männer , stark und dunkel"
GPT2-large,213,Auf allen Vieren geht der Weg zum Ziel
GPT2-large,213,Vergangner Zeit die Gegenwart entgegen
GPT2-large,213,"In einem langen Haufen dicht gedrängt ,"
GPT2-large,213,"Weil sie nicht sieht , daß auf dem Haupt der Menge"
GPT2-large,214,"Da tratst aus Nacht empor du , Licht der sonne"
GPT2-large,214,Aus Nacht empor ? Es waren meine Sinne !
GPT2-large,214,Was wußtest du davon am frühen tagen
GPT2-large,214,"Und als das Licht der Sonne aufgegangen ,"
GPT2-large,214,Als durch den weiten Dom von Romas toren
GPT2-large,214,Ich eilend in das Haus der heilgen Huren
GPT2-large,214,Geschritten kam zur Nacht der schönen ehren
GPT2-large,214,"Daß mich der Schönheit Tor verlockt , zu hören ,"
GPT2-large,214,Wenn Nacht und Tor sich scheiden bei dem tode
GPT2-large,214,Wie sich das Tor der schönen Nacht zur Pforte
GPT2-large,215,"Längst erkenn ich , wie ein Bild ist"
GPT2-large,215,Wenn das Auge es nicht kann
GPT2-large,215,"Auch den Sinn , den es verloren ."
GPT2-large,215,"Ob im Volk der Pöbel laut lacht ,"
GPT2-large,215,Ob im Volk ein König sich hält
GPT2-large,215,Ob im Volk ein edler Geist sich
GPT2-large,215,"Weiß er , wo das Kleine edel wird"
GPT2-large,215,Drum ist auch ein Künstler nötig .
GPT2-large,215,"Blos im Kleinen , fromm und einfach ,"
GPT2-large,215,Giebt das Bild des Schönen einen stern .
GPT2-large,216,"Die Seele , die als Mutter ihrem Sohne"
GPT2-large,216,"Von ferne stand gewogen im Gewimmel ,"
GPT2-large,216,"Mit einer Kraft des Mitleids sich versöhne ,"
GPT2-large,216,Mit einer Kraft als Mutter ihrem Sohne
GPT2-large,216,"verwandt Zum Lichte eilte , um zu retten ;"
GPT2-large,216,Und dieses Leuchtens Glanz auf ihre Wunden
GPT2-large,216,Und diesen Trost auf ihre Schmerzen legte
GPT2-large,216,In diesem Lichte seines selgen Geistes
GPT2-large,216,Und dieses Glänzens eine Kraft gegeben
GPT2-large,216,In diesem Strahlenschein zur rechten Stunde
GPT2,217,Mit dem langen dunkeln Haar zu
GPT2,217,"einem neuen , lieben herzen ."
GPT2,217,"Süß ist jetzt das Leben , so schön"
GPT2,217,dann ist es und wär es doch nicht
GPT2,217,ich war groß und laut und sehr stolz
GPT2,217,Ich war klein und rund und doch gut .
GPT2,217,Ich bin Ich bin so verliebt nicht
GPT2,217,"In der Liebe , wie im Licht sich"
GPT2-large,218,ins Ich sehe wohl den hintergrund
GPT2-large,218,"Was du tust , ist nur dein eigent"
GPT2-large,218,"Was du tust , ist nur dein eigen stehn ,"
GPT2-large,218,Wenn du nach den Sternen redest
GPT2-large,218,Daß dich niemand vor sich je sah
GPT2-large,218,das ist kannst du es nicht mehr sein
GPT2-large,218,Du bist deines himmels Eltern
GPT2-large,218,Das ist deiner seele schicksal .
GPT2-large,218,Sie ist deines himmels stern ja
GPT2-large,218,aber ist sie des schicksals wille
GPT2-large,218,Dann ist sie dein einzig zündfunke
GPT2-large,218,dann ist sie dein eigen worden .
GPT2-large,218,Du bist deines himmels Eltern wert
GPT2-large,218,du Bist deines Lebens dann satt
GPT2-large,218,Ich hab einen Wie Sterne leuchten glanz .
GPT2-large,219,Den Menschen über den Menschen allein
GPT2-large,219,Wird aus dem innern Sein er wallen
GPT2-large,219,Und mit dem Selbst sich selbst erheben
GPT2-large,219,Du führst die Völker aus dem Leben
GPT2-large,219,In deines Todes ehrne schwellen
GPT2-large,219,Ich hatte viel zu tun im Leben .
GPT2-large,219,Und als ich dieses Lied genommen
GPT2-large,219,"Ach , so ich weiß kein Vers zu nennen"
GPT2-large,219,Weil deine Schönheit mich vergessen
GPT2-large,219,Und mich nicht trösten kann das Sehnen
GPT2-large,220,"Die Liebe , die ich nie getrunken"
GPT2-large,220,Im Tode noch die Liebe lebt !
GPT2-large,220,"Die Liebe , die ich nie gefeiert"
GPT2-large,220,Wenn sie mir je zum Licht erscheint
GPT2-large,220,"Die Liebe , die ich nie gegründet"
GPT2-large,220,Sie lebt in meinem Leben nur !
GPT2-large,220,"Wer weiß , wann ihr in alle welten"
GPT2-large,220,An meiner Brust ein Lied ergeht
GPT2-large,220,Wann sie mir in die Augen blicket
GPT3,221,Was ist die ganze Welt ? Was ist der Mensch
GPT3,221,"Ein Nichts , ein Traum , ein Schatten , eine Spur"
GPT3,221,"Das nämlich ist die Welt , das ist der Mensch !"
GPT3,221,"Ein Wunder vor dem Wunder , nichts als Staub"
GPT3,221,"Der sich bewegt , und lebt , und denkt , und spricht"
GPT3,221,"Und einmal stirbt , und alles ist gemacht"
GPT3,221,"Ein Nichts , ein Traum , ein Schatten , eine Nacht"
GPT3,221,"Das nämlich ist die Welt , das ist die Schicht"
GPT3,221,"Ein Schleier vor dem Wunder , nichts als Schall"
GPT3,221,"Der sich bewegt , und lebt , und denkt , und spricht"
GPT2-large,222,Und dann mit einem Schimmer Abgeschiedner
GPT2-large,222,"Vom Leben glänzte , das der Gott im sinne"
GPT2-large,222,"Zur Rüste führte , wo das Ende lieget ."
GPT2-large,222,"Und er zurückkam , dann die Menschen söhne"
GPT2-large,222,"Bedachte nach ihr Maß , als Glied der ketten"
GPT2-large,222,Nicht nach der Zahl der Stufen eines künstlers
GPT2-large,222,"Nein , zu den letzten Stufen seines Wesens ."
GPT2-large,222,"Zu unsrem Geiste spricht er , unser Führer"
GPT2-large,222,Kann keiner weiter sein Und unsre Trümmer
GPT2-large,222,"Verlassen lieber , als er sie betreten ."
GPT2-large,223,"Wenn Liebe mich nicht mehr liebt dann ,"
GPT2-large,223,Ich bin verliebt ich bin ein Kind !
GPT2-large,223,Ich andre fühl die ganze Welt
GPT2-large,223,Ich weiß ich fühl die ganze Welt
GPT2-large,223,Was ist mir ? Nur Ich bin verliebt !
GPT2-large,223,Ich bin geliebt ich bin ein Kind !
GPT2-large,223,Und wie mir doch ! Du nur kannst es
GPT2-large,223,Ich bin geliebt ich bin ein Kind
GPT2-large,223,Ich weiß ich fühl die ganze Welt
GPT3,224,"Nun genau , ich muss gestehen eins"
GPT3,224,dass mich reizt an diesem messer
GPT3,224,rein zu stechen mit dem Messer .
GPT3,224,"Ich hab keine Angst , ich weiß nicht ,"
GPT3,224,"was das ist , was mich da eben"
GPT3,224,so ergriffen . Jetzt ist es mir
GPT3,224,"egal was kommt , ich will es auch sein ."
GPT3,224,Also gut ich mach mich auf den
GPT3,224,Weg in Weg in in die Ewigkeit ein .
GPT3,224,Ich bin so was von verloren
GPT2-large,225,Es hat mein Herz die holde Blüthe
GPT2-large,225,"Des frischen Frühlings , der mich weckend ,"
GPT2-large,225,Der Sonne noch nicht aufgesogen .
GPT2-large,225,Es hat mein Herz die goldnen Früchte
GPT2-large,225,Der Sonne noch nicht aufgesogen .
GPT2-large,225,"Die Sterne , die mich lieb und ehren ,"
GPT2-large,225,Es hat mein Herz die goldnen Sterne
GPT2-large,225,Erlöschend noch nicht aufgesogen .
GPT2-large,225,Sie hatten mir die goldnen Sterne
GPT2-large,226,"Es ist ein ewger Lauf der Dinge ,"
GPT2-large,226,"Vom ersten Tage bis zur Stunde ,"
GPT2-large,226,"Es ist ein ewger Fluß , der niemals"
GPT2-large,226,"Zu einem kleinen Fluß sich wandelt ,"
GPT2-large,226,"Es ist ein ewger Wald , der niemals"
GPT2-large,226,Zu einem grünen Wald sich findet .
GPT2-large,226,"Es ist ein ewger Kampf der Kräfte ,"
GPT2-large,226,Der immerwährend Kampf der Dinge
GPT2-large,226,Es ist ein ewiger Kampf der Triebe
GPT2-large,227,"So sei denn , was auch mag sein ,"
GPT2-large,227,wirklich lieb als Allerletztes sein
GPT2-large,227,letzt im Sein hast du nicht das
GPT2-large,227,"Lebe , glaube , liebe , glaube mein !"
GPT2-large,227,Dann bist du dein ganz und jeder .
GPT2-large,227,doch nicht tot ; wenn wirklich das that
GPT2-large,227,dann ist das der halbe teufel .
GPT2-large,227,Ich gewann ein seltsam Etwas mir .
GPT2-large,227,"Manchmal , wenn mich was verwundet ,"
GPT2-large,227,fällts mir nur auf Ich kann es nicht mehr
GPT2-large,228,An Wundern mangelt es dem wesen
GPT2-large,228,Erfassest du der Dinge Kern
GPT2-large,228,"Und was dir je die Seele füllte ,"
GPT2-large,228,Was dir der Geist verhüllet blieb .
GPT2-large,228,Und in dem bunten wesen gottes
GPT2-large,228,Wo alles webt in melodie
GPT2-large,228,"Wo alle Fäden sich verweben ,"
GPT2-large,228,Ist deines Wesens tiefster Kern .
GPT2-large,228,Was nie an dir sich wird erlösen
GPT2-large,228,"Sei dir ein Traum und laß ihn ruhn ,"
GPT2_top_p,229,"Es hat sich bei uns , wie in hessen"
GPT2_top_p,229,bereits seit jeher bewiesen just
GPT2_top_p,229,"Man zählt es seit es zu den großen ,"
GPT2_top_p,229,Die beiden Ephemeriden wieder .
GPT2_top_p,229,Und sei nicht so mein Stolz und Galle
GPT2_top_p,229,man meide sich im offnen Herze .
GPT2_top_p,229,Als ich dem Herzen mich ergeben
GPT2_top_p,229,"Als ich des Ritters mich ermannte ,"
GPT2-large,230,"Beglückt des zweiten Tags , wo er zu ende"
GPT2-large,230,Des himmels ersten sah ; und wie mit schmerzen
GPT2-large,230,Dieß Bild sich deutlich ihm vor Augen stellte .
GPT2-large,230,Und noch in seinem Schatten stand der Abendstern
GPT2-large,230,Und regte seine blutigrote tränen
GPT2-large,230,Der Mensch zu seinem zweiten Dasein führte
GPT2-large,230,Aus seines ganzen Wesens tiefsten Räumen
GPT2-large,230,"Herab auf seine Hand , die bleiche Hülle ."
GPT2-large,230,"Und wieder war ich da , wo ich geliebet"
GPT2-large,230,Als einmal noch der Abend den Blick mir lenkte .
GPT2-large,231,Und wie der Mensch sich auch dagegen wendet
GPT2-large,231,"Er merkt es doch , die Welt sei voller juden"
GPT2-large,231,"Und wie der Mensch sich auch dagegenwendet ,"
GPT2-large,231,"Er merkt es doch , die Welt sei voller Satan ."
GPT2-large,231,Die ganze Welt ist voller böser herren
GPT2-large,231,Die ganze Welt ist voller böser rosen
GPT2-large,231,In meinem ganzen lieben langen Jahren
GPT2-large,231,"Ich selber bin kein großer Mann geworden ,"
GPT2-large,231,Ich selber bin ein kleiner Mann geworden .
