,author,text,endings,rhyme_scheme_siamese,rhyme_prob
73,GPT3_deutsch_davinci_2_09.txt,"['nicht mehr lange', 'dann ist es soweit', 'bald schon wirst du gehen', 'doch ich bleibe hier', 'wir haben so vieles geteilt', 'nun musst du allein weiterleben', 'es war schön solange es dauerte', 'doch alles hat ein ende', 'nun wünsche ich dir glück und alles gute für die zukunft', 'leb wohl']","['lange', 'soweit', 'gehen', 'hier', 'geteilt', 'weiterleben', 'dauerte', 'ende', 'zukunft', 'wohl']","['a', 'b', 'c', 'd', 'e', 'c', 'a', 'a', 'f', 'g']",0.7
74,GPT3_deutsch_davinci_2_09.txt,"['die sonne scheint', 'doch ich fühl mich alleine', 'ich bin traurig und weine', 'niemand ist hier um mir zu helfen', 'doch ich steh auf und geh weiter', 'denn ich will nicht mehr leiden']","['scheint', 'alleine', 'weine', 'helfen', 'weiter', 'leiden']","['a', 'a', 'a', 'b', 'c', 'b']",0.5
75,GPT3_deutsch_davinci_2_09.txt,"['was ist das leben', 'es ist ein spiel', 'das wir mit freude und leid spielen', 'es ist ein lied', 'das wir mit unserem atem singen', 'es ist eine reise', 'die uns zu neuen ufern führt', 'was ist das leben', 'es is dnei dinge zusammen ein spiel eien lied und eine reise']","['leben', 'spiel', 'spielen', 'lied', 'singen', 'reise', 'führt', 'leben', 'reise']","['a', 'b', 'a', 'b', 'c', 'd', 'e', 'a', 'd']",0.5555555555555556
76,GPT3_deutsch_davinci_2_09.txt,"['ihr augen leuchten wie sterne', 'wenn sie mich anschaut', 'ihre haut ist weich und zart', 'wenn ich sie berühre', 'und wenn sie lacht dann fühlt es sich an', 'als würde die sonne in mein herz scheinen']","['sterne', 'anschaut', 'zart', 'berühre', 'an', 'scheinen']","['a', 'b', 'c', 'd', 'e', 'f']",1.0
77,GPT3_deutsch_davinci_2_09.txt,['das ist kein gedicht'],['gedicht'],a,1.0
78,GPT3_deutsch_davinci_2_09.txt,"['die sonne scheint', 'und die vögel singen', 'es ist ein schöner tag']","['scheint', 'singen', 'tag']","['a', 'b', 'c']",1.0
79,GPT3_deutsch_davinci_2_09.txt,"['ich bin ein berliner kind', 'geboren und aufgewachsen in dieser stadt', 'meine liebe gehört ihr', 'durch alle höhen und tiefen', 'ich kenne jeden winkel', 'jede gasse und jede ecke', 'dies ist meine heimat', 'wo ich mich immer wieder geborgen fühle']","['kind', 'stadt', 'ihr', 'tiefen', 'winkel', 'ecke', 'heimat', 'fühle']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h']",1.0
80,GPT3_deutsch_davinci_2_09.txt,"['ich liebe dich mein schatz', 'mehr als du denkst oder weißt', 'du bist die sonne in meinem leben', 'ohne dich ist alles dunkel und trüb', 'ich will dich nie verlieren', 'denn ohne dich bin ich nicht ganz']","['schatz', 'weißt', 'leben', 'trüb', 'verlieren', 'ganz']","['a', 'b', 'c', 'd', 'c', 'e']",0.8333333333333334
81,GPT3_deutsch_davinci_2_09.txt,"['es war einmal eine kleine maus', 'die unglücklich in ihrem haus war', 'sie suchte nach einem ausgang', 'doch fand sie keinen weg', 'ihr herz blutete als sich die tür schloss', 'nun sitzt sie da und weint', 'weil sie niemals wieder glücklich sein wird']","['maus', 'war', 'ausgang', 'weg', 'schloss', 'weint', 'wird']","['a', 'b', 'c', 'd', 'e', 'f', 'g']",1.0
82,GPT3_deutsch_davinci_2_09.txt,"['die sonne geht auf', 'und der himmel ist blau', 'die vögel singen ihr lied', 'und die bäume stehen still', 'alles ist so friedlich und ruhig', 'als würde die welt nur für mich existieren']","['auf', 'blau', 'lied', 'still', 'ruhig', 'existieren']","['a', 'b', 'c', 'd', 'e', 'f']",1.0
83,GPT3_deutsch_davinci_2_09.txt,"['schlaflied', 'ich bin müde und will schlafen', 'in meinem bett so weich und warm', 'mama liegt neben mir und streichelt mein haar', 'bis ich einschlafe in ihrer geborgenheit']","['schlaflied', 'schlafen', 'warm', 'haar', 'geborgenheit']","['a', 'b', 'c', 'd', 'e']",1.0
84,GPT3_deutsch_davinci_2_09.txt,"['der mond ist aufgegangen', 'die sterne sind erwacht', 'es dunkelt und es naht die nacht']","['aufgegangen', 'erwacht', 'nacht']","['a', 'b', 'b']",0.6666666666666666
85,GPT3_deutsch_davinci_2_09.txt,"['mögen die worte meines gedichtes', 'dich erfreuen und dir trost spenden', 'wie ein warmer sonnenstrahl im winter', 'möge es dir mut machen und kraft geben', 'wenn du denkst es geht nicht mehr weiter', 'ich wünsche dir von ganzem herzen', 'dass all deine träume in erfüllung gehen']","['gedichtes', 'spenden', 'winter', 'geben', 'weiter', 'herzen', 'gehen']","['a', 'b', 'a', 'c', 'a', 'd', 'c']",0.5714285714285714
86,GPT3_deutsch_davinci_2_09.txt,"['das leben ist wie ein buch', 'mit vielen verschiedenen geschichten', 'manchmal ist es lustig und manchmal traurig', 'aber es ist immer spannend', 'lese weiter und du wirst sehen', 'dass das leben ein großartiges abenteuer ist']","['buch', 'geschichten', 'traurig', 'spannend', 'sehen', 'ist']","['a', 'b', 'c', 'd', 'b', 'e']",0.8333333333333334
87,GPT3_deutsch_davinci_2_09.txt,"['es ist die stille die ich liebe', 'in der stille finde ich meine ruhe', 'sie ist ein ort der freiheit', 'an dem ich mich selbst verloren haben kann']","['liebe', 'ruhe', 'freiheit', 'kann']","['a', 'b', 'c', 'd']",1.0
88,GPT3_deutsch_davinci_2_09.txt,"['das leben ist ein spiel', 'das jeder spielen muss', 'wir alle sind die schauspieler', 'die hauptrollen spielen müssen', 'einige haben glück', 'einige pech', 'doch das spiel geht weiter', 'bis wir am ende sind']","['spiel', 'muss', 'schauspieler', 'müssen', 'glück', 'pech', 'weiter', 'sind']","['a', 'b', 'c', 'd', 'e', 'e', 'c', 'f']",0.75
89,GPT3_deutsch_davinci_2_09.txt,"['das kleine mädchen spielt mit seiner katze', 'ihre freundin kommt und will mitmachen', 'doch die katze lässt sich nicht stören', 'und schläft einfach weiter']","['katze', 'mitmachen', 'stören', 'weiter']","['a', 'b', 'c', 'd']",1.0
90,GPT3_deutsch_davinci_2_09.txt,"['mein liebster ort ist die natur', 'denn sie ist so wunderschön', 'ich kann stundenlang darin herumwandern', 'ohne auch nur eine minute zu langweilen', 'in der natur gibt es so viel zu sehen', 'dass ich mich immer wieder neu erfreue']","['natur', 'wunderschön', 'herumwandern', 'langweilen', 'sehen', 'erfreue']","['a', 'b', 'c', 'd', 'e', 'f']",1.0
91,GPT3_deutsch_davinci_2_09.txt,"['willkommen in meinem herzen', 'in meinem zuhause', 'bitte mach es dir bequem', 'bleib so lange du möchtest', 'es ist schön dich hier zu haben', 'ich hoffe du fühlst dich wohl']","['herzen', 'zuhause', 'bequem', 'möchtest', 'haben', 'wohl']","['a', 'b', 'c', 'd', 'e', 'f']",1.0
92,GPT3_deutsch_davinci_2_09.txt,"['das leben ist wie ein spiel', 'du musst die regeln kennen', 'damit du gewinnen kannst', 'du darfst nicht aufgeben', 'denn sonst hast du verloren', 'manchmal ist es schwer doch wenn du dranbleibst', 'kannst du es schaffen']","['spiel', 'kennen', 'kannst', 'aufgeben', 'verloren', 'dranbleibst', 'schaffen']","['a', 'b', 'c', 'd', 'e', 'f', 'g']",1.0
93,GPT3_deutsch_davinci_2_09.txt,"['siehst du den mond', 'er leuchtet so hell', 'am himmel ist er so klar', 'in der nacht ist er mein freund']","['mond', 'hell', 'klar', 'freund']","['a', 'b', 'c', 'a']",0.75
94,GPT3_deutsch_davinci_2_09.txt,"['bunte blätter fallen vom baum', 'als würden sie tanzen', 'die luft ist kühl und frisch', 'ein perfekter tag zum spazierengehen', 'im herbst sind die tage kürzer', 'aber die natur ist umso schöner', 'das leuchtende rot und gelb der blätter']","['baum', 'tanzen', 'frisch', 'spazierengehen', 'kürzer', 'schöner', 'blätter']","['a', 'b', 'c', 'd', 'e', 'e', 'e']",0.7142857142857143
95,GPT3_deutsch_davinci_2_09.txt,"['nur ein moment', 'nur ein kleines stück zeit', 'und doch ist es alles was wir haben', 'es ist unser moment', 'unser kleines stück glück', 'das wir teilen mögen']","['moment', 'zeit', 'haben', 'moment', 'glück', 'mögen']","['a', 'b', 'c', 'a', 'd', 'c']",0.6666666666666666
96,GPT3_deutsch_davinci_2_09.txt,"['nur wer die sehnsucht kennt', 'weiss was ich meine', 'ich will nicht mehr fragen', 'nicht mehr suchen und finden', 'ich will nur noch fühlen einfach nur fühlen']","['kennt', 'meine', 'fragen', 'finden', 'fühlen']","['a', 'b', 'c', 'd', 'e']",1.0
97,GPT3_deutsch_davinci_2_09.txt,"['bunte blätter fallen vom baum', 'tanzen in der herbstwind', 'sie sind ein letztes mal lebendig', 'ehe sie zu boden sinken', 'dort liegen sie dann still und bleich', 'einzig ihre farben strahlen noch', 'doch bald werden auch sie erfrieren', 'bis zum nächsten frühling warten']","['baum', 'herbstwind', 'lebendig', 'sinken', 'bleich', 'noch', 'erfrieren', 'warten']","['a', 'b', 'c', 'd', 'e', 'e', 'f', 'g']",0.875
98,GPT3_deutsch_davinci_2_09.txt,"['alles was ich bin', 'alles was ich war', 'leg ich in deine hände', 'du bist mein fels in der brandung', 'mein anker in stürmischer see', 'wenn alle hoffnung schwindet und jeder trost vergeht', 'dann bleibst du mein gott immer noch da']","['bin', 'war', 'hände', 'brandung', 'see', 'vergeht', 'da']","['a', 'b', 'c', 'd', 'e', 'f', 'g']",1.0
99,GPT3_deutsch_davinci_2_09.txt,"['mütterchen russland', 'mütterchen russland du bist so groß', 'so weit und breit und schön', 'dein boden ist so reich an schätzen', 'und deine kinder sind so treu', 'sie lieben dich von ganzem herzen', 'und preisen dich in jedem lied', 'du bist die mutter aller völker', 'ein fels in jeder not', 'wir beten zu dir tag und nacht', 'protect us from our enemies mütterchen russland']","['russland', 'groß', 'schön', 'schätzen', 'treu', 'herzen', 'lied', 'völker', 'not', 'nacht', 'russland']","['a', 'b', 'c', 'd', 'e', 'd', 'f', 'g', 'b', 'h', 'a']",0.7272727272727273
