,author,text,endings,rhyme_scheme_tts,rhyme_prob
245,GPT3_goethe_davinci_3_08.txt,"['verzweifle nicht immer hin es kommt der tag zurück', 'der tag voll sonne und wieder fröhlichkeit', 'ein lächle sei zudem auch noch die stimme hell', 'und machem allen kummer frei und leise', 'verlier den mut nicht auf deinem weg ins dunkel', 'und trag deine last so tapfer weiterhin', 'der himmel winkt unendlich weit erfüll dir alle wünsche heut', 'und lass das leben neu beginnen', 'erhebe dich in schöner pracht und schau hinaus in die off ne nacht erinnere dich an jeden traum den du doch einst noch begehrst verzweifele niemals mehr vertraue auf gottes segen hier doppelt kraft hab für deinen weg so geh ts nun frisch ans schaffen']","['zurück', 'fröhlichkeit', 'hell', 'leise', 'dunkel', 'weiterhin', 'heut', 'beginnen', 'schaffen']","['a', 'b', 'c', 'd', 'c', 'e', 'b', 'f', 'f']",0.6666666666666666
246,GPT3_goethe_davinci_3_08.txt,"['doch wie sich auch die welt verändert', 'der tag heut und der tag gestern', 'das leben stellt den menschen viele prüfungen', 'gefahr und herausforderungen', 'die nacht will schutz vor allem grauen', 'es fürchtet mancher grad davor', 'doch mut erhöht die kraft des glaubens', 'drum gib nicht auf in schwerem bangen', 'lass not und hoffnung in geleitete bahnen', 'in stein gemeißelte weisheit lauschend stiller stunde', 'die seele weitet ihr verstehen', 'was sein soll kommt ifl eig ner bann', 'vertraue dir zu festem ziel', 'es trägt dich über jede müh', 'und nur wissendes verstehn verschließender schlüssel', 'bringt friede mit was da komm', 'erhalte ewigkeitsgedankn im gleichgewicht']","['verändert', 'gestern', 'prüfungen', 'herausforderungen', 'grauen', 'davor', 'glaubens', 'bangen', 'bahnen', 'stunde', 'verstehen', 'bann', 'ziel', 'müh', 'schlüssel', 'komm', 'gleichgewicht']","['a', 'b', 'b', 'b', 'c', 'd', 'e', 'c', 'c', 'a', 'b', 'f', 'g', 'h', 'g', 'e', 'i']",0.5294117647058824
247,GPT3_goethe_davinci_3_08.txt,"['der frühling er kehrt zurück und mit ihm die freude', 'verzaubert der wald den munt ren berg somit das herz bewegt sich hinwieder', 'ein lächeln kommt auf meines antlitz und wird niemals mehr verschwinden', 'doch sonne milde soll es tragen an jedem neuen tag entgegen', 'geliebtes land nun schmücke dich mit blumen weiß und rot', 'und wispern immer töne lieblich in jeder nacht vor gott']","['freude', 'hinwieder', 'verschwinden', 'entgegen', 'rot', 'gott']","['a', 'a', 'b', 'b', 'c', 'd']",0.6666666666666666
248,GPT3_goethe_davinci_3_08.txt,"['willkommen', 'in mein altes haus', 'komm näher und sieh was hier einst war', 'das gestern ist vorbei der tag ist neu', 'durch die fenster sieht man hoffnungsaugenblau', 'doch dieser ort hat seine geheimnisvolle weisheit', 'erzählt von dem was du nicht vergessen darfst', 'lass dich vom schicksal führen und schöpfe kraft', 'ein blick in die vergangenheit lohnt sich immer wieder', 'stell deine fragen still und geduldig', 'beantworte was du noch nicht weißt', 'verlasse den raum mit tiefem vertrauen', 'sehe die welt aus einer neuen sichtweise an']","['willkommen', 'haus', 'war', 'neu', 'hoffnungsaugenblau', 'weisheit', 'darfst', 'kraft', 'wieder', 'geduldig', 'weißt', 'vertrauen', 'an']","['a', 'b', 'c', 'd', 'e', 'b', 'c', 'c', 'f', 'g', 'b', 'a', 'h']",0.6153846153846154
249,GPT3_goethe_davinci_3_08.txt,"['leben erfahrung und glück sind wichtig für mich', 'nehme die herausforderungen des lebens an und seh', 'jede chance ergreifend mit mut und kraft mein bestes gebe ich', 'eines tages werde ich meine träume leben sehen', 'reflektiert immer das gestern heute noch neu betrachtet', 'umgehend auf alles was kommt vorbereitet', 'höre auf dein herz es weiß genau was dir gut tut', 'doch schaue nie zurück in trauer über verlorenem gut', 'gegenseitige achtung ist eine grundvoraussetzung', 'jeder sollte den anderen respektieren als gleicher mensch', 'denn der sinn des lebens liegt hier in uns verborgen', 'stets um freude bemüht am ende ist s gelohnt gewesen']","['mich', 'seh', 'ich', 'sehen', 'betrachtet', 'vorbereitet', 'tut', 'gut', 'grundvoraussetzung', 'mensch', 'verborgen', 'gewesen']","['a', 'b', 'a', 'b', 'c', 'c', 'd', 'd', 'e', 'a', 'b', 'b']",0.4166666666666667
250,GPT3_goethe_davinci_3_08.txt,"['die welt liegt vor uns in ihrer pracht', 'doch das glück wird nicht für alle gemacht', 'so mancher geht zerbrochen daran vorbei', 'und macht sich sorgen rund um seine zeit', 'es gibt soviel bedrängnis und unruh', 'dass wir vergessen was im leben wahr', 'tief unterm gefühl der traurigkeit', 'ein fünklein hoffnung scheint so weit', 'wenn sternenlicht den tag erhellt', 'nehmen mut und kraft maßbar anstell', 'dann schöpfen neue kraft aus dem licht', 'und lernen loszulassen die nacht']","['pracht', 'gemacht', 'vorbei', 'zeit', 'unruh', 'wahr', 'traurigkeit', 'weit', 'erhellt', 'anstell', 'licht', 'nacht']","['a', 'a', 'b', 'b', 'c', 'd', 'b', 'b', 'e', 'f', 'a', 'a']",0.5
251,GPT3_goethe_davinci_3_08.txt,"['die sonne schien die welt erwachte', 'und wurde neu geschaffen', 'das grün der bäume leuchtet auf', 'und blumen blühten dazu in bunter lauf', 'der frühling ist zur welt gekommen', 'ein neuer tag für uns begonnen', 'gebet s nicht nur an und sei froh drum herum', 'lass uns den tag in vollen zügen genießen']","['erwachte', 'geschaffen', 'auf', 'lauf', 'gekommen', 'begonnen', 'herum', 'genießen']","['a', 'b', 'c', 'c', 'b', 'b', 'd', 'b']",0.5
252,GPT3_goethe_davinci_3_08.txt,"['der sturm er tobt in meinem herzen', 'die worte sie bleiben ungesagt', 'gefangen in einer bittersüßen schmerzenswelt', 'aus der es kein entrinnen gibt', 'ein schrei herausgebracht aus tränen und trauer', 'verloren zwischen tag und nacht', 'doch die zeit vergeht viel zu rasch', 'br die flut erlischt im meer der stille br und nur das licht des mondes schafft mir zufluchtshöhle br in diesem wundervollen ort bleibeich stehen still br br denn hier find ich mut für die neue morgensonne br und damit beendet sich meine sturmesonne']","['herzen', 'ungesagt', 'schmerzenswelt', 'gibt', 'trauer', 'nacht', 'rasch', 'sturmesonne']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h']",1.0
253,GPT3_goethe_davinci_3_08.txt,"['ich schau auf mein leben so leer und grau', 'bin einsam und allein doch ich will es nicht sehen', 'keiner versteht mich hier in dieser welt', 'keinen kann ich finden der mir hilft', 'doch dann erblick ich die morgensonne im himmel hell sie wärmt mir die seele und schenkt meinem herzen licht', 'die last der einsamkeit löst sie in nichts auf endlich spür ich kraft neu']","['grau', 'sehen', 'welt', 'hilft', 'licht', 'neu']","['a', 'b', 'c', 'd', 'e', 'f']",1.0
254,GPT3_goethe_davinci_3_08.txt,"['der weg der uns beschieden ist', 'bringt oft schmerz und unser leid', 'doch freude auch kann er uns schenken', 'wir müssen nur den mut nicht verrecken', 'die welt ist voller wunder und magie', 'komm lass uns sie gemeinsam entdecken', 'gib jeder herausforderung eine chance', 'selbst wenn es mutig sein muss im tanz', 'durch glück und trauer alles zu durchschreit n', 'kann schön sein was man für die ewigkeit bekleid t', 'sei stets deinem herzen treu ertrag jeden sturm mit mut und zähigkeit dazwischen']","['ist', 'leid', 'schenken', 'verrecken', 'magie', 'entdecken', 'chance', 'tanz', 'n', 't', 'dazwischen']","['a', 'b', 'c', 'c', 'd', 'c', 'e', 'e', 'f', 'g', 'c']",0.6363636363636364
255,GPT3_goethe_davinci_3_08.txt,"['was wird aus mir', 'ich weiß nicht mehr ich schwank so sehr', 'das glück ist fort die hoffnung schon dort', 'verzweiflung kommt rauf in mein gemüte', 'und ängstigend ist der sinn und grunde', 'jemanden hab ich keinen dort gefunden', 'der meine seele heilen könnte von den wunden', 'wo finde ich ruhe und trost im leben', 'je länger möcht es fragend zu mir gehen', 'doch als ein lied erhob sich plötzlich an m ort', 'meines herzens', 'als ob vom himmel es herabgekomm auf erd', 'die stimme des schutzes', 'sofort wurd alles um mich still und leise', 'meiner seelenglieder melodie']","['mir', 'sehr', 'dort', 'gemüte', 'grunde', 'gefunden', 'wunden', 'leben', 'gehen', 'ort', 'herzens', 'erd', 'schutzes', 'leise', 'melodie']","['a', 'b', 'c', 'd', 'd', 'e', 'e', 'e', 'e', 'c', 'f', 'b', 'f', 'd', 'g']",0.4666666666666667
256,GPT3_goethe_davinci_3_08.txt,"['der duft der frühlingsblumen', 'die nachtigall die singt', 'verheißen uns ein neues leben', 'in diesem gold nen ring', 'wir stürmen uns ins morgengrauen', 'das licht der sonne brennt heiß', 'lasset die alten wege gehen', 'auf zu frischem glück und preis', 'doch tief in jedem anklängen', 'eines traums voll seligkeit', 'die liebe unser größtes geschenk', 'das ist unsere ewigkeit']","['frühlingsblumen', 'singt', 'leben', 'ring', 'morgengrauen', 'heiß', 'gehen', 'preis', 'anklängen', 'seligkeit', 'geschenk', 'ewigkeit']","['a', 'b', 'a', 'b', 'a', 'c', 'a', 'c', 'a', 'd', 'e', 'd']",0.4166666666666667
257,GPT3_goethe_davinci_3_08.txt,"['es war einmal als ich so ging allein in dieser sommernacht', 'da sah ich sie am himmel stehn und auf mich niederschaun mit macht', 'das glühende licht des mondes glänzte hell und klar wie nimmermehr es schien mir völlig unvergleichlich wunderbar zu sein an jenem meer', 'so stand ich stumm und überwältigt ob der schönheit dieses anblicks in der nacht der zauber lag darin verborgen doch nun offenbart er sonderbar meine seele langsam freigelass n es ist die magie des augenblicks']","['sommernacht', 'macht', 'meer', 'augenblicks']","['a', 'a', 'b', 'c']",0.75
258,GPT3_goethe_davinci_3_08.txt,"['nun schau auf dein leben und folge der spur', 'die du in den tiefen deines herzens erfahren hast', 'denn alles was dir je geschenkt sollte', 'ist jetzt in dir verborgen wie altes gold', 'erwache nun und sei nicht mehr allein', 'erinner dich an das licht des glücks hinter jedem tal', 'geh voran mit mut in die neue zeit', 'und nutze jeden tag zu einem beginn ohne scheitel']","['spur', 'hast', 'sollte', 'gold', 'allein', 'tal', 'zeit', 'scheitel']","['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h']",1.0
259,GPT3_goethe_davinci_3_08.txt,"['ich lieb den reiz des morgentaus', 'auf deinen lippen schön und lau', 'der nebel um mich her bebt', 'in seiner träumerischen weberweb', 'deine augen wie sterne leuchten heller noch als je zuvor', 'das meer in brand gesteckt ist vom schein der sonne am horizont', 'meine seele findet mehr erfüllung hier als jemals zuvor', 'so wandel n wir durch die nacht voller glück und sorglösung vor']","['morgentaus', 'lau', 'bebt', 'weberweb', 'zuvor', 'horizont', 'zuvor', 'vor']","['a', 'b', 'c', 'd', 'e', 'f', 'e', 'e']",0.75
260,GPT3_goethe_davinci_3_08.txt,"['dieses unwetter so kalt und grau', 'hat uns erfüllt mit angst und schau', 'die welt ist für eine weile in dunkelheit gehüllt', 'und doch muss man die hoffnung nie vollständig stillen', 'wir sehen kein licht am ende des tunnels mehr scheinen', 'doch wenn sich das wetter aufklärt und ändert wird es wieder grünen', 'die sonne comes zurück zum land hierhergeflogen', 'und ihre strahlen haben jedes regentopf zum tanzen gezwungen', 'alle farben vermengten sich und lieferten ein spektakel der gefiederte freude', 'ein meisterwerk gewagter natur an dem tag als die wolken verschoben']","['grau', 'schau', 'gehüllt', 'stillen', 'scheinen', 'grünen', 'hierhergeflogen', 'gezwungen', 'freude', 'verschoben']","['a', 'a', 'b', 'c', 'c', 'c', 'c', 'c', 'b', 'c']",0.3
261,GPT3_goethe_davinci_3_08.txt,"['erhaben steht die kirche hier', 'inmitten stolzer burgen mehr', 'verborgen in dem nebel weit', 'die uns der tag so schön bereitet', 'der glockenturm erklingt im winde laut', 'uns werden froh und selig jeglich reisend auch', 'ein lied des lebens ist es geword n', 'voll freude müssen heut alle sich belohn', 'die sonne scheint hell am odem des frühlingsluchs', 'ohne sorg und machtkämpfe mög man dann genieß n', 'durch den garten tritt vorbei ein paar der liebe gluch', 'die jeden neidisch nach sich ziehn mit ihrem schrillgesang', 'doch geht man nochmal zur kirche hin in ehrfurchtsweise', 'alle unruhen vergessen nun an diesem heil gen ort hier treffen menschen aller art um gottes segen freudig flehn und findet jeder doch den friede wieder endlich kann er fort']","['hier', 'mehr', 'weit', 'bereitet', 'laut', 'auch', 'n', 'belohn', 'frühlingsluchs', 'n', 'gluch', 'schrillgesang', 'ehrfurchtsweise', 'fort']","['a', 'a', 'b', 'c', 'b', 'd', 'e', 'f', 'g', 'e', 'd', 'c', 'c', 'b']",0.5
262,GPT3_goethe_davinci_3_08.txt,"['die nacht ist voller trauer', 'es bringt mich in großer not', 'mein herz schlägt so unruhig', 'ohne hoffnung auf trost', 'der tag verging wie im flug', 'doch meine sehnsucht wird nicht leiser', 'ohne dich ist die welt so trügerisch und kaltes grauen liegt überall', 'der mond gibt kaum licht in dieser stund', 'es raubte mir den mut zu handeln', 'ohne dich ists als ob mich jede welt verschlinge und es keine erlösung gäb', 'so bleibe hier in all meiner einsamkeit', 'und gehe durch die lange nacht allein', 'es machten schnell die herzen sinnlos traurig', 'in einer weiteren unnennbar einsamen zeit']","['trauer', 'not', 'unruhig', 'trost', 'flug', 'leiser', 'überall', 'stund', 'handeln', 'gäb', 'einsamkeit', 'allein', 'traurig', 'zeit']","['a', 'b', 'c', 'd', 'e', 'a', 'f', 'g', 'h', 'i', 'j', 'h', 'c', 'j']",0.7142857142857143
263,GPT3_goethe_davinci_3_08.txt,"['das glück ist ein schönes ding', 'das man so sehr begehren kann', 'wir trachten danach und streben nur', 'schließen vieles in unserem herzen aus', 'doch wer nicht glücklich wird im leben', 'den macht ganz sicher wut und streit verwegen', 'was uns zuversichtlich machen kann', 'glück hat man am ende selbst in der hand', 'manchmal dauert es etwas länger an', 'weil jeder für sich alleine steht', 'doch darf er alles unternehmen', 'erlebt man freude oder kummer gehn', 'das glück gibt uns kraft und mut', 'sollten wir mancherlei versuchen tut']","['ding', 'kann', 'nur', 'aus', 'leben', 'verwegen', 'kann', 'hand', 'an', 'steht', 'unternehmen', 'gehn', 'mut', 'tut']","['a', 'b', 'c', 'd', 'a', 'a', 'b', 'b', 'b', 'e', 'a', 'f', 'g', 'g']",0.5
264,GPT3_goethe_davinci_3_08.txt,"['von liebesglück und leid erschüttert', 'wandele ich immerfort erbittert', 'traurig schwingen meine gedanken dahin', 'verzweiflung ist der weg entlang mein', 'stets will mich die melancholie begleiten', 'die sehnsuchtsqual niemals zu befreien', 'doch hoff auf ewigkeitlich lichtgestaltetes', 'einst werd ich jenes glück noch erwarten']","['erschüttert', 'erbittert', 'dahin', 'mein', 'begleiten', 'befreien', 'lichtgestaltetes', 'erwarten']","['a', 'a', 'b', 'b', 'c', 'c', 'd', 'c']",0.5
265,GPT3_goethe_davinci_3_08.txt,"['ich sehe auf einmal die weite welt', 'der horizont so wundersam erhellt', 'ihr licht strebt dem abendhimmel entgegen', 'als die sonne in den osten sinkt', 'doch als sich meine seele endlich freut', 'fühl ich mich zu keinem ort gebunden', 'die weite des universums ist unergründlich tief', 'gefangen in diesem moment der ewigkeit', 'und meine sorgen und nöte sind nur kurz und flüchtig', 'sie verschmelzen zu einer kraft voll liebe und verstehen', 'die freiheit gibt mir neue hoffnung für das morgentaufen']","['welt', 'erhellt', 'entgegen', 'sinkt', 'freut', 'gebunden', 'tief', 'ewigkeit', 'flüchtig', 'verstehen', 'morgentaufen']","['a', 'a', 'b', 'c', 'd', 'b', 'e', 'a', 'f', 'b', 'b']",0.5454545454545454
266,GPT3_goethe_davinci_3_08.txt,"['ich wandle fern von aller sorge', 'am fuße des berges im tal', 'in mein gedanken bin ich losgezogen', 'um den schatten der nacht zu entfalten', 'dort trifft mein blick die sterne hell leuchten', 'das ufer erglänzt in der abendstille weit', 'ein milder hauch liegt über dem land und erfüllt es mit glanz', 'meine seele schwingt sich hoch empor mit jedem atemzug so warm', 'und noch lange nach eintritt der dunkelheit bleib ich hier stehen und sehe auf das meer']","['sorge', 'tal', 'losgezogen', 'entfalten', 'leuchten', 'weit', 'glanz', 'warm', 'meer']","['a', 'b', 'c', 'c', 'c', 'd', 'e', 'd', 'f']",0.6666666666666666
267,GPT3_goethe_davinci_3_08.txt,"['ich wandre durch die wilden gärten', 'erfüllt von luft gen zeiten', 'gefangen in des seins verwirrendster partie', 'verloren und alleine', 'doch meine seele wird getragen', 'von hoffnungsanmut zarten schwingens', 'und will nicht traurig untergeh n', 'stets suchend nach vollendetem dinge', 'es war einmal mein leeres herz gefüllt mit wärme', 'die ewiges glück versprachen', 'doch stattdessen blieb einsamkeit zurück', 'so ist das leben so manches mal für mich', 'doch nocht immer kann hoffnung flößen trost mir neu m mut ins innerste herbei', 'nichts ist auf erd ergreifender als liebe und der traum vom glauben bleibet bunt und schön']","['gärten', 'zeiten', 'partie', 'alleine', 'getragen', 'schwingens', 'n', 'dinge', 'wärme', 'versprachen', 'zurück', 'mich', 'herbei', 'schön']","['a', 'a', 'b', 'c', 'a', 'd', 'd', 'd', 'c', 'a', 'e', 'f', 'g', 'd']",0.5
268,GPT3_goethe_davinci_3_08.txt,"['was muss ich erblicken wohl in meiner seele', 'die macht der liebe ist so einzig und so reell', 'das wunderbarste davon ist die lösung aller sorgen', 'denn sie heilt aufs neue jede alte wunde geschwind', 'doch was kann es besänftigen und uns frieden bringen', 'nur in der liebe findet man den mut zum singen']","['seele', 'reell', 'sorgen', 'geschwind', 'bringen', 'singen']","['a', 'b', 'a', 'a', 'a', 'a']",0.3333333333333333
269,GPT3_goethe_davinci_3_08.txt,"['verlorene zeit', 'erinnere dich es war einst ganz anders hier', 'du hast geliebt und hofft st den frühling wiederzusehn', 'doch jetzt erkennen deine augen ihr verwehn', 'die verlor ne liebe ausgelöschtes glück ist fern', 'die tage vergehen und die erinnerung lässt nicht nach', 'das herz voll sehnsucht will es doch noch einmal haben', 'doch du weißt schon lange dass du sie niemals erlaben', 'verlorene zeit der weg zurück ist unverdaut', 'der wind weht still und kalt über das feld', 'sie lachen dich an von jenseits des gartens tor', 'du bist allein mit dem traurigem chor', 'und deinen gedanken in diesem tieferen meer', 'trauernd blicktest du auf die vergangene welt', 'dort wo einst liebe so leicht war angesichts des glanzes', 'doch sie hatte keine machtwoher sollte man s wissen', 'nur im sonnenschein findet man hoffnungsanfang neu gestelltt']","['zeit', 'hier', 'wiederzusehn', 'verwehn', 'fern', 'nach', 'haben', 'erlaben', 'unverdaut', 'feld', 'tor', 'chor', 'meer', 'welt', 'glanzes', 'wissen', 'gestelltt']","['a', 'b', 'c', 'c', 'd', 'e', 'f', 'f', 'g', 'd', 'h', 'h', 'b', 'd', 'i', 'f', 'j']",0.5882352941176471
270,GPT3_goethe_davinci_3_08.txt,"['ich steh an des meers gestade', 'das stets in seinem streben wacht', 'kein zweifel mehr hier schwimmt die welt', 'hier fühl ich mich von glück erfasst', 'die wellen kommen und gehen', 'von der seele hört man s schallen', 'ein leises rauschen in den ohren', 'in jedem moment neu geboren', 'doch nicht nur sorglosigkeit lässts finden', 'es mischt sich auch ein bitteres weinen', 'denn alles ist im fluss enthalten', 'freude und schmerz gleichermaß n bald malten', 'das eine schenket uns genuss zur frist', 'das andere dann den grund zum nachdenklichsein besteht']","['gestade', 'wacht', 'welt', 'erfasst', 'gehen', 'schallen', 'ohren', 'geboren', 'finden', 'weinen', 'enthalten', 'malten', 'frist', 'besteht']","['a', 'b', 'c', 'd', 'e', 'e', 'f', 'f', 'g', 'e', 'g', 'g', 'd', 'b']",0.5
271,GPT3_goethe_davinci_3_08.txt,"['mein tag beginnt mit blick aufs meer', 'so weit der horizont sich erstreckt', 'auf hellblauem grund lachen mir zu die wellen', 'die mich wie jeden morgen begleckt', 'der tag hat noch nicht angefangen', 'doch schon jetzt ist freude in meinem herzen', 'denn alles was schönes kann es einstrahlen', 'und lehrte mich die welt liebend zu verscherzen', 'was kühles stets umgibt meine seele dann', 'die sonne steigert ihren glanz', 'es ist ein augenblick für immer behalten', 'der anfang des tages und seine freud entfalten']","['meer', 'erstreckt', 'wellen', 'begleckt', 'angefangen', 'herzen', 'einstrahlen', 'verscherzen', 'dann', 'glanz', 'behalten', 'entfalten']","['a', 'b', 'c', 'b', 'c', 'd', 'c', 'd', 'e', 'e', 'f', 'f']",0.5
272,GPT3_goethe_davinci_3_08.txt,"['verweht ist was mein herz erfreut', 'doch schöner noch ist wer im leben weitergeht', 'ein jeder tag stellt uns auf die probe', 'und in der fremde finden wir unsere hoffnung', 'im glück entfernt sich manches sehnen und weh n', 'in trauer blickend lernen wir das los zu seh n', 'es gibt keine schande für einsame tage', 'es gilt unser mut zu bewahren und nicht zu verzagen']","['erfreut', 'weitergeht', 'probe', 'hoffnung', 'n', 'n', 'tage', 'verzagen']","['a', 'b', 'c', 'd', 'e', 'e', 'f', 'f']",0.75
273,GPT3_goethe_davinci_3_08.txt,"['der mond oben steht und lacht', 'sein heller schein erhellt die nacht', 'die sterne glitzern in dem raum', 'bilden schöne lichterpaare aus', 'das tal versank in dunkelheit', 'die kälte hüllt uns wie ein leichentuch ein', 'doch meine seele lebt noch weiter fort ich spüre noch deine worte so klar und ohrfort', 'gefangen im moment der zeit darin liegt freiheit verborgen tief so endlos ist meine sehnsucht nach dir bleib bei mir als begleitung hier']","['lacht', 'nacht', 'raum', 'aus', 'dunkelheit', 'ein', 'ohrfort', 'hier']","['a', 'a', 'b', 'c', 'd', 'd', 'e', 'f']",0.75
274,GPT3_goethe_davinci_3_08.txt,"['es gibt eine kraft die uns entfacht', 'uns zu erheben über nacht', 'doch auf dem weg uns leiten sie', 'gedanken von mut und treue', 'durch harte zeiten und schwere pfade', 'verlieren wir nicht den glauben an die tat', 'so kannst du auch im dunkeln sein', 'es entsteht stets der helle schein', 'der mensch muss lernen dass er stark ist', 'erinnere dich', 'denn alles was du brauchst das bist du selbst', 'an dich']","['entfacht', 'nacht', 'sie', 'treue', 'pfade', 'tat', 'sein', 'schein', 'ist', 'dich', 'selbst', 'dich']","['a', 'a', 'b', 'c', 'c', 'd', 'e', 'e', 'f', 'g', 'f', 'g']",0.5833333333333334
275,GPT3_goethe_davinci_3_08.txt,"['ich bin hier allein und untergegangen', 'in dieser welt des grauens das meine seele versengt', 'von zweifeln und ängsten verzerrt mein antlitz', 'doch deine hand ist da um mich zu erquicken', 'du hast mich aufgerichtet in jedem neuen tag', 'gebend mir mut und kraft mit grenzenloser liebe', 'die stimme die du sangst wie ein lied im winde weht', 'nichts kann sie besiegen oder der freiheit berauben', 'und so erhebe ich nun meinen blick zum himmel hoch', 'die sonne strahlt hell auf den weg vor mir', 'der glaube an das gute lässt uns niemals los', 'ohne ihn wird keiner finden seine heimat hier oben']","['untergegangen', 'versengt', 'antlitz', 'erquicken', 'tag', 'liebe', 'weht', 'berauben', 'hoch', 'mir', 'los', 'oben']","['a', 'b', 'c', 'a', 'd', 'e', 'f', 'g', 'h', 'e', 'i', 'g']",0.75
276,GPT3_goethe_davinci_3_08.txt,"['es kann so schnell geschehen', 'dass jeder tag eine ewigkeit sein mag', 'doch freude und glück begleiten uns weiter', 'auch wenn die nacht schwer auf uns lastet', 'der kopf ist voll gedanken an tage vorbei', 'wie ein traum der nur noch in erinnerung bleibt', 'doch wir leben im hier und jetzt in all seiner pracht', 'so lasst uns ins leben hinausgehen und lachen', 'wir lächeln über unsere freud und kummer tragen sie als wegzehrung mit', 'komm geh mit mir hand in hand durch den tag unser treuer begleiter auf dem pfad']","['geschehen', 'mag', 'weiter', 'lastet', 'vorbei', 'bleibt', 'pracht', 'lachen', 'mit', 'pfad']","['a', 'b', 'c', 'd', 'e', 'e', 'f', 'a', 'g', 'f']",0.7
277,GPT3_goethe_davinci_3_08.txt,"['ein mädchen voller zweifel und trauer', 'doch das schicksal mögt es nicht anders wollen', 'es schloss die augen fest und erblickt den weg der uns schon lange beharren', 'wer kann verstehen was geschieht', 'die gedanken sind verschleiert von sprache und gefühl', 'lebende bilder entfacht in uns eine welt so reich an farbenpracht', 'stille nacht tritt ein mit ihrem lied', 'vollendet geht jede zeile auf geistes flügeln dahin', 'die dunkelheit versinkt im glanz des lichts', 'der tag zieht herein mit all seinem segen', 'aufbruch zu neuem leben beginnt in diesem moment man mag s nicht glauben', 'unser herzen fängt an zu singen', 'ihr habt hoffnung auch wenns dunkel ist']","['trauer', 'wollen', 'beharren', 'geschieht', 'gefühl', 'farbenpracht', 'lied', 'dahin', 'lichts', 'segen', 'glauben', 'singen', 'ist']","['a', 'b', 'b', 'c', 'd', 'c', 'e', 'f', 'g', 'b', 'b', 'b', 'h']",0.6153846153846154
278,GPT3_goethe_davinci_3_08.txt,"['hör mein gebet o welt', 'lass mich nie mit selbstvertrauen fehlen', 'gib mir die kraft und jeden tag neu bestehlen', 'schenke mut und zuversicht zum weitergeh n', 'damit meine seelenruhe anhält bis ans ende der zeit', 'doch auch in schweren stunden lass mich nicht verzweifeln', 'sondern steige auf im glauben an das beste hier im leben']","['welt', 'fehlen', 'bestehlen', 'n', 'zeit', 'verzweifeln', 'leben']","['a', 'b', 'b', 'a', 'c', 'b', 'b']",0.42857142857142855
279,GPT3_goethe_davinci_3_08.txt,"['verlorene hoffnung wer kann sie erfassen', 'niemand ist hier der uns versteht', 'wo sollen wir zuflucht finden in unseren trüben tiefen', 'wann endlich kehrt die freude ein und lässt uns losgelöst sein', 'gefangene im schmerz meint man zu sein', 'nichts hilft mehr das leid zu stillen', 'in langweiligen nacht bald alles erfüll n', 'doch auch darin liegt eine chance', 'die hoffnung nicht ganz erlahm n lass', 'tiefe traurigkeit machte mich stumm und taub', 'aber die sehnsucht bleibt mir treu', 'ihr licht spendet neue kraft und mut', 'vergessenes glück beginnt nun neu']","['erfassen', 'versteht', 'tiefen', 'sein', 'sein', 'stillen', 'n', 'chance', 'lass', 'taub', 'treu', 'mut', 'neu']","['a', 'b', 'a', 'c', 'c', 'a', 'a', 'd', 'a', 'e', 'f', 'g', 'f']",0.5384615384615384
280,GPT3_goethe_davinci_3_08.txt,"['ich sah die nachtigall singen', 'es zog mich an wie ein traum', 'die welt schien stillzustehen', 'beim klang des vogelgesangs im saum', 'das süße lied erfüllte mein ohr', 'es klang so fröhlich und melodisch dazu', 'jeder tag hat seine pflicht und last', 'doch dieser moment stand ganz unter glast']","['singen', 'traum', 'stillzustehen', 'saum', 'ohr', 'dazu', 'last', 'glast']","['a', 'b', 'a', 'b', 'c', 'd', 'e', 'e']",0.625
281,GPT3_goethe_davinci_3_08.txt,"['ich hoffe auf mein glück ich suche es auf der welt', 'so bin ich jeden tag in bewegung und gefühl', 'was für eine reise voll abenteuer und vergnügen', 'ein leben lang wandert man durchs land unterwegs an neuen räumen', 'auch wenn im sommer die sonne erstrahlt so hell als nie zuvor', 'es folgt doch der winter mit den schweren schritten am abendhimmelstoren', 'doch freude ist immer da wenn man sie findet mit guter kraft', 'gesang des windes in den bäumen und frieden in seinem gemacht', 'und obwohl die zeit uns oft heimsucht uns streift ohne gnade', 'der mensch möge hoffnung behalten bei nacht und bei tage']","['welt', 'gefühl', 'vergnügen', 'räumen', 'zuvor', 'abendhimmelstoren', 'kraft', 'gemacht', 'gnade', 'tage']","['a', 'b', 'c', 'c', 'd', 'c', 'e', 'e', 'f', 'f']",0.6
282,GPT3_goethe_davinci_3_08.txt,"['der abendstern am himmel schimmert', 'die welt in das dunkel taucht', 'und doch erhellen die sterne mein herz', 'tiefe gefühle werden wach', 'verborgene sehnsucht und traurigkeit', 'lösen sich langsam in nichts auf', 'unendlich ist der weg zum glück', 'nichts kann es je verbergen', 'doch jeder tag bringt hoffnung und mut', 'die zukunft immer neu begegnen']","['schimmert', 'taucht', 'herz', 'wach', 'traurigkeit', 'auf', 'glück', 'verbergen', 'mut', 'begegnen']","['a', 'b', 'c', 'd', 'e', 'b', 'f', 'g', 'h', 'g']",0.8
